chemistry,feature,fold,seed,temperature,mae,rmse,source
LFP,G4,DST,5,25.0,0.4735418821491982,0.6408754610696048,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,5,30.0,0.5181995978166376,0.6827721197311135,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,5,40.0,0.6358938038598948,0.8020914125850169,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,5,50.0,0.7169615474811536,0.8865269851448051,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,6,-10.0,0.7796002071930777,0.8906667712946282,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,6,0.0,0.6447646807666447,0.7772030282895802,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,6,10.0,0.4990869795270672,0.6773897345533395,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,6,20.0,0.5501379150314899,0.7110799423731112,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,6,25.0,0.4108766769024009,0.529320845824868,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,6,30.0,0.4252365067401608,0.5336365425508545,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,6,40.0,0.4684389225772962,0.5796301550591533,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,6,50.0,0.572877444693629,0.6842711537986317,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,7,-10.0,0.6950547656448204,0.8312222643232031,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,7,0.0,0.6230383329601628,0.7741165405331916,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,7,10.0,0.5192239709063896,0.6614512875240961,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,7,20.0,0.5348666627314388,0.6548160241356311,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,7,25.0,0.4065073567476571,0.5623041200514562,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,7,30.0,0.4262725227241377,0.5793378334783528,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,7,40.0,0.4988155115838468,0.6581525258179604,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,7,50.0,0.5704050826126068,0.698000230716461,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,8,-10.0,0.711419325047942,0.8644530895012569,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,8,0.0,0.5667594897659478,0.6765780382630686,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,8,10.0,0.4176418352493298,0.5369237049701838,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,8,20.0,0.4485534839404,0.5595131113105751,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,8,25.0,0.393348897247794,0.524105161242775,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,8,30.0,0.41797638842676,0.5549029549994425,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,8,40.0,0.4947798089657472,0.6560504154101782,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,8,50.0,0.574937442308813,0.7068030729939784,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,9,-10.0,0.7295437642473659,0.8846653262781728,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,9,0.0,0.5339957520157979,0.6731600489575629,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,9,10.0,0.4277328342144222,0.5437663251529855,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,9,20.0,0.4386733246796184,0.5503912318650909,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,9,25.0,0.3978271980496732,0.5000380502543142,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,9,30.0,0.3849410572033937,0.490612420840754,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,9,40.0,0.5464634742868322,0.6579225526356776,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,DST,9,50.0,0.5649860244462881,0.6811872414672449,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutdst_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,0,-10.0,0.9807968071783338,1.1478672822000744,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,0,0.0,0.860925624461287,1.092723275140347,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,0,10.0,0.9547507078656784,1.3691404854665472,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,0,20.0,0.9271777486912972,1.361111366867758,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,0,25.0,1.0635574707548003,1.5711841944462568,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,0,30.0,1.021939824686931,1.4570531887210667,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,0,40.0,1.0580312399801497,1.4973442015880207,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,0,50.0,1.1277372744094434,1.5702799860625178,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,1,-10.0,1.0319027224589743,1.3040778958424983,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,1,0.0,0.9224509593829436,1.3748195649228168,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,1,10.0,0.9104243575838994,1.277063720575082,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,1,20.0,0.6971771346402836,0.9265348613400084,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,1,25.0,0.8191232291886704,1.0645232144398278,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,1,30.0,0.6663694113545343,0.8547488201299978,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,1,40.0,0.6753201914713952,0.8405178975256635,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,1,50.0,0.8917771209885723,1.0737940024157049,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,2,-10.0,0.9035746369618916,1.1500048320247955,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,2,0.0,0.7919464775408589,1.1877070985128315,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,2,10.0,0.6823431136448183,1.1301660547511838,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,2,20.0,0.6328990359456971,0.9376947835422192,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,2,25.0,0.6777852834711695,1.0527209702142626,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,2,30.0,0.682260383540462,0.9064482933681556,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,2,40.0,0.7155667929586652,0.8920451504733579,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,2,50.0,0.8979884181996488,1.0800050759977633,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,3,-10.0,1.0678783851763338,1.3904397032131417,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,3,0.0,0.9471114282546416,1.2537852277766155,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,3,10.0,0.7095658631427322,1.008362292804891,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,3,20.0,0.7129103064553494,0.9369158934479096,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,3,25.0,0.7044110746799102,0.9734483244975104,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,3,30.0,0.7485156866993891,0.9580432496927104,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,3,40.0,0.8208695375075424,1.0368806878653598,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,3,50.0,0.9602322093083696,1.2075769493685746,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,4,-10.0,1.2035768241183311,1.4536580454073915,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,4,0.0,1.021268585133878,1.3419654624516806,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,4,10.0,1.048126432600566,1.330829593629128,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,4,20.0,0.726023353795575,0.9290561125972644,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,4,25.0,0.7512867068163476,0.9522198088811932,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,4,30.0,0.5901458538334419,0.7677559845049764,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,4,40.0,0.6047947154385206,0.768741476452514,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,4,50.0,0.7822507253484228,0.9478217795629582,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,5,-10.0,0.9056870060615152,1.1601323645111037,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,5,0.0,0.6944300678250436,0.929232440824844,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
LFP,G4,FUDS,5,10.0,0.7745045641687347,1.0051437045260456,${SOURCE_WORKSPACE}/DL/CEMA_CARRIER_FAIRNESS_ABLATIONS_20260803/normalhead_auxoff/runs/lfp/nmc_goal_vcorr_it_train_dst_selector_results/normalauxoff_lfp_gru_normal_g4_holdoutfuds_s0123456789_b2048_e200_by_temperature.csv
