chemistry,feature,fold,seed,temperature_C,reevaluated_mae_pct,locked_mae_pct,abs_mae_delta_pct,max_abs_prediction_delta_fraction,deterministic_bit_identical,atol,passed,package_path,locked_metric_path
LFP,G4,FUDS,1,50.0,0.5790332430864541,0.5790329373442252,3.057422288677003e-07,2.7851833342418253e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/FUDS/1,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutfuds_s012_b2048_e200_by_temperature.csv
LFP,G4,FUDS,2,-10.0,1.1136786684538662,1.1136785390813504,1.2937251581135456e-07,3.1095836638961316e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/FUDS/2,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutfuds_s012_b2048_e200_by_temperature.csv
LFP,G4,FUDS,2,0.0,0.6551276700994568,0.6551275540835894,1.1601586746845527e-07,3.1095836638961316e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/FUDS/2,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutfuds_s012_b2048_e200_by_temperature.csv
LFP,G4,FUDS,2,10.0,0.5528861076137617,0.5528860665372831,4.107647855189356e-08,3.1095836638961316e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/FUDS/2,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutfuds_s012_b2048_e200_by_temperature.csv
LFP,G4,FUDS,2,20.0,0.39063687237312933,0.3906368128035475,5.9569581822849216e-08,3.1095836638961316e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/FUDS/2,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutfuds_s012_b2048_e200_by_temperature.csv
LFP,G4,FUDS,2,25.0,0.44628759936925133,0.4462875890777392,1.0291512142490689e-08,3.1095836638961316e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/FUDS/2,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutfuds_s012_b2048_e200_by_temperature.csv
LFP,G4,FUDS,2,30.0,0.45525995318275403,0.4552598287724991,1.2441025493137303e-07,3.1095836638961316e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/FUDS/2,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutfuds_s012_b2048_e200_by_temperature.csv
LFP,G4,FUDS,2,40.0,0.569518388075947,0.5695183797413996,8.334547385580038e-09,3.1095836638961316e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/FUDS/2,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutfuds_s012_b2048_e200_by_temperature.csv
LFP,G4,FUDS,2,50.0,0.7738748977789266,0.7738746591380158,2.386409108101617e-07,3.1095836638961316e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/FUDS/2,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutfuds_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,0,-10.0,1.6756530671792371,1.6756532027494362,1.3557019906684786e-07,2.404045105208752e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/0,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,0,0.0,0.5961441487254698,0.5961443890659404,2.4034047052534646e-07,2.404045105208752e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/0,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,0,10.0,0.4031300593365335,0.4031301873815135,1.2804498000784648e-07,2.404045105208752e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/0,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,0,20.0,0.3181696710883928,0.3181695544314151,1.1665697768892258e-07,2.404045105208752e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/0,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,0,25.0,0.31818177116011537,0.3181815768641133,1.9429600206510855e-07,2.404045105208752e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/0,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,0,30.0,0.28865295455399614,0.2886528936578407,6.089615545157301e-08,2.404045105208752e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/0,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,0,40.0,0.34099865092972875,0.340998449150822,2.017789067498832e-07,2.404045105208752e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/0,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,0,50.0,0.3674292556982404,0.3674293348399222,7.914168176359482e-08,2.404045105208752e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/0,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,1,-10.0,1.77984843747515,1.7798485885254585,1.510503084833914e-07,2.467369079051096e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/1,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,1,0.0,0.633748010848654,0.6337487548446289,7.439959749389047e-07,2.467369079051096e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/1,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,1,10.0,0.4489033205145566,0.4489041728641651,8.523496085044435e-07,2.467369079051096e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/1,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,1,20.0,0.2677869190209396,0.2677870085681854,8.954724578513762e-08,2.467369079051096e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/1,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,1,25.0,0.2763116583525283,0.2763115469264929,1.114260353984875e-07,2.467369079051096e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/1,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,1,30.0,0.24063458155864884,0.2406345414340401,4.0124608746694435e-08,2.467369079051096e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/1,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,1,40.0,0.32732012922115333,0.327320152642947,2.342179367120778e-08,2.467369079051096e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/1,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,1,50.0,0.39791001350937716,0.3979102388535275,2.2534415033970134e-07,2.467369079051096e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/1,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,2,-10.0,1.7304524472988057,1.7304531302081076,6.829093019966592e-07,2.086563110070827e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/2,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,2,0.0,0.6467503825391849,0.6467507059160317,3.2337684674477174e-07,2.086563110070827e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/2,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,2,10.0,0.36716026724735185,0.3671601638408335,1.0340651834805925e-07,2.086563110070827e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/2,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,2,20.0,0.29378123315294447,0.2937812381529394,4.999994918097883e-09,2.086563110070827e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/2,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,2,25.0,0.2866671134039224,0.286667013554885,9.984903742710216e-08,2.086563110070827e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/2,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,2,30.0,0.24116881440533483,0.2411689069756977,9.257036287513287e-08,2.086563110070827e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/2,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,2,40.0,0.31583442071990053,0.3158343199527625,1.0076713802265047e-07,2.086563110070827e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/2,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
LFP,G4,US06,2,50.0,0.4178717591847582,0.4178714725393603,2.866453979177841e-07,2.086563110070827e-07,True,1e-06,True,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/inference_pkg_lfp/G4/US06/2,${SOURCE_WORKSPACE}/LFP_REMOTE_EXACT_COPY_20260713/DL/CEMA_LFP/lfp_confirmatory_minipanel/runs/all8_train_all8_test/tier1/nmc_goal_vcorr_it_train_dst_selector_results/lfpconfirm_all8_train_all8_test_tier1_gru_residual_g4_holdoutus06_s012_b2048_e200_by_temperature.csv
