method,init,condition,profile,temperature_C,aggregation,mae,rmse,recovery_time_s,recovered,residual_error_1800s_pp,mean_lambda,inflated_fraction,diverged,n_samples,lambda_min,nis_threshold,nis_ema_beta
hysteresis_2rc_ekf,oracle,DST_50C,DST,50.0,condition,0.11221736409534323,0.13550876821744337,0.0,1.0,-0.19507834416335745,1.0,0.0,False,7415,,,
hysteresis_2rc_ekf,minus5pp,DST_50C,DST,50.0,condition,0.34957252524190724,0.3775338592302863,2.0100940000002083,1.0,-0.525277839097249,1.0,0.0,False,7415,,,
hysteresis_2rc_ekf,minus10pp,DST_50C,DST,50.0,condition,8.387774565464762,8.50967331054163,,0.0,-8.970563383784391,1.0,0.0,False,7415,,,
hysteresis_2rc_ekf,oracle,FUDS_50C,FUDS,50.0,condition,0.16490055396850298,0.2100270733153759,0.0,1.0,-0.15238770791551337,1.0,0.0,False,7565,,,
hysteresis_2rc_ekf,minus5pp,FUDS_50C,FUDS,50.0,condition,0.8866587369573653,0.8982410720214745,48.14299000000028,1.0,-0.8783094996008378,1.0,0.0,False,7565,,,
hysteresis_2rc_ekf,minus10pp,FUDS_50C,FUDS,50.0,condition,7.1439040314771365,7.2443657380943245,,0.0,-7.345986326658538,1.0,0.0,False,7565,,,
hysteresis_2rc_ekf,oracle,US06_50C,US06,50.0,condition,0.045034672997767665,0.05141706908880222,0.0,1.0,0.01304848629887223,1.0,0.0,False,7116,,,
hysteresis_2rc_ekf,minus5pp,US06_50C,US06,50.0,condition,1.6580587846275674,1.65881946682897,,0.0,-1.6328583164680888,1.0,0.0,False,7116,,,
hysteresis_2rc_ekf,minus10pp,US06_50C,US06,50.0,condition,9.34758761946108,9.428052621511478,,0.0,-9.663925220335834,1.0,0.0,False,7116,,,
vff_hysteresis_2rc_ekf,oracle,ALL_24,ALL,,slice_unweighted_primary,0.2072578741438672,0.26287213510822666,0.0,1.0,0.13872598247116572,0.9999514955307159,0.0009472173531972113,False,165316,,,
vff_hysteresis_2rc_ekf,minus5pp,ALL_24,ALL,,slice_unweighted_primary,1.4139354445651662,1.4420292890259205,16.050810000000638,0.75,1.3573370551047284,0.9999622421460058,0.0007562846438874676,False,165316,,,
vff_hysteresis_2rc_ekf,minus10pp,ALL_24,ALL,,slice_unweighted_primary,6.860613491529901,6.9183262206092495,193.76528999999937,0.041666666666666664,6.965083719686238,0.9998449727467925,0.0027076965150634384,False,165316,,,
hysteresis_2rc_ekf,oracle,ALL_24,ALL,,slice_unweighted_primary,0.20710812286658128,0.26249736043590843,0.0,1.0,0.1388093058005177,1.0,0.0,False,165316,,,
hysteresis_2rc_ekf,minus5pp,ALL_24,ALL,,slice_unweighted_primary,1.4110274433742989,1.4355739721815854,16.050810000000638,0.75,1.3574229891572938,1.0,0.0,False,165316,,,
hysteresis_2rc_ekf,minus10pp,ALL_24,ALL,,slice_unweighted_primary,6.707994882426024,6.764549590074317,151.52810500000123,0.08333333333333333,6.835874739725621,1.0,0.0,False,165316,,,
