fold_holdout,trial_id,selected,objective_training_slice_unweighted_mae_pct,oracle_training_mae_pct,minus5pp_training_mae_pct,minus10pp_training_mae_pct,minus5pp_recovered_fraction,minus10pp_recovered_fraction,diverged_runs,training_profiles,training_files_sha256,n_training_records,n_training_runs,heldout_files_passed_to_selection,heldout_file_count,lambda_min,nis_threshold,nis_ema_beta
FUDS,3,False,55.239381335587915,50.12306384655716,44.411838920087554,71.18324124011903,0.5625,0.0,26,DST+US06,bf97c05ba391510312bdd5e67b3a3e39de0f41beffd18fa9435fe5abd5e574be,16,48,False,8,0.9,1.0,0.99
FUDS,4,False,42.54598174541781,25.422168627662302,38.30402100666062,63.91175560193052,0.625,0.0,20,DST+US06,bf97c05ba391510312bdd5e67b3a3e39de0f41beffd18fa9435fe5abd5e574be,16,48,False,8,0.9,2.0,0.0
FUDS,5,False,42.62733497987315,37.67503531638805,32.146152046871975,58.060817576359426,0.6875,0.1875,20,DST+US06,bf97c05ba391510312bdd5e67b3a3e39de0f41beffd18fa9435fe5abd5e574be,16,48,False,8,0.9,2.0,0.5
FUDS,6,False,52.739763351276,50.12309544247914,32.23135233044131,75.86484228090754,0.6875,0.0,25,DST+US06,bf97c05ba391510312bdd5e67b3a3e39de0f41beffd18fa9435fe5abd5e574be,16,48,False,8,0.9,2.0,0.9
FUDS,7,False,42.63866067637535,37.65778735778726,19.81835595197535,70.43983871936346,0.8125,0.0,20,DST+US06,bf97c05ba391510312bdd5e67b3a3e39de0f41beffd18fa9435fe5abd5e574be,16,48,False,8,0.9,2.0,0.99
FUDS,8,False,38.69340154787566,37.661080091170696,32.13152434007392,46.28760021238237,0.6875,0.0,18,DST+US06,bf97c05ba391510312bdd5e67b3a3e39de0f41beffd18fa9435fe5abd5e574be,16,48,False,8,0.9,4.0,0.0
FUDS,9,False,42.66984912963897,37.66089390405643,38.251477051616334,52.09717643324414,0.625,0.0625,20,DST+US06,bf97c05ba391510312bdd5e67b3a3e39de0f41beffd18fa9435fe5abd5e574be,16,48,False,8,0.9,4.0,0.5
FUDS,10,False,34.36050424111,25.177941261616073,25.98930548466769,51.91426597704624,0.6875,0.125,16,DST+US06,bf97c05ba391510312bdd5e67b3a3e39de0f41beffd18fa9435fe5abd5e574be,16,48,False,8,0.9,4.0,0.9
FUDS,11,False,15.876159504347205,0.3036290627254233,1.344516760497536,45.98033268981865,0.9375,0.0625,7,DST+US06,bf97c05ba391510312bdd5e67b3a3e39de0f41beffd18fa9435fe5abd5e574be,16,48,False,8,0.9,4.0,0.99
FUDS,12,False,12.058142639342359,0.3043611045710119,7.47785477694239,28.392212036513676,0.9375,0.1875,5,DST+US06,bf97c05ba391510312bdd5e67b3a3e39de0f41beffd18fa9435fe5abd5e574be,16,48,False,8,0.9,9.0,0.0
FUDS,13,False,12.08420922445454,0.3037348430690669,7.472605697130428,28.476287133164128,0.875,0.125,5,DST+US06,bf97c05ba391510312bdd5e67b3a3e39de0f41beffd18fa9435fe5abd5e574be,16,48,False,8,0.9,9.0,0.5
