temperature_C,R0,R1,C1,R2,C2,tau1,tau2,n_pulses,source,source_file
5.0,0.01844400201895579,0.005259411616819287,519.2511968925522,0.022377170837475306,1608.8973375257174,2.730955776984008,36.00257058177215,20,independent_HPPC,/home/lab/바탕화면/LFP_KF_LOPO_BASELINES_ISOLATED/inputs/hppc/5 Degree/DST FUDS UDDS HPPC WLTS US06.xlsx
25.0,0.012698327941894856,0.0032547162583409215,1252.4937598923377,0.010982209480891507,3153.8737583331463,4.076511803792142,34.63650229030121,20,independent_HPPC,/home/lab/바탕화면/LFP_KF_LOPO_BASELINES_ISOLATED/inputs/hppc/25 Degree/DST FUDS UDDS HPPC WLTS US06.xlsx
45.0,0.01618503163286438,0.002520134982172432,1820.6305042380434,0.006399767826125487,5591.168979339583,4.588234623340528,35.78218334440834,20,independent_HPPC,/home/lab/바탕화면/LFP_KF_LOPO_BASELINES_ISOLATED/inputs/hppc/45 DEGREE/DST FUDS UDDS HPPC WLTS US06.xlsx
