feature,condition,seen_MAE_pct,unseen_MAE_pct,unseen_over_seen_ratio
G0,all8_train_all8_test,2.708797383799703,2.1346146606672267,0.7880303906942443
G0,core4_train_all8_test,2.7210863267575953,2.200140972202931,0.8085524338452669
G4,all8_train_all8_test,0.8057368437699034,0.6471682550586625,0.8032005239212769
G4,core4_train_all8_test,0.8532195339550871,0.8230542689922903,0.9646453652754923
T6,all8_train_all8_test,0.8056752922891413,0.4743994374409009,0.588822124720995
T6,core4_train_all8_test,0.8557609468065255,0.7065242313846379,0.8256093410445994
T7,all8_train_all8_test,0.9698600005729693,0.8427082271504012,0.8688967754650672
T7,core4_train_all8_test,1.1412330543813385,1.1613871393690103,1.0176599204783787
