feature,holdout,seed,temperature_C,all8_train_all8_test,core4_train_all8_test,core4_minus_all8_MAE_pct,temperature_scope,gap
T7,US06,0,25.0,1.496773243778761,1.823192789986704,0.3264195462079429,seen,seen_temperature
T7,US06,0,30.0,0.91958308621103,1.3933286004386736,0.47374551422764355,unseen,25_to_50_gap
T7,US06,0,40.0,0.7619389259453976,1.2029623825672733,0.4410234566218757,unseen,25_to_50_gap
T7,US06,0,50.0,0.705807111181524,1.0707767576632572,0.36496964648173325,seen,seen_temperature
T7,US06,1,-10.0,0.6875660083856093,0.8823060394631497,0.19474003107754034,seen,seen_temperature
T7,US06,1,0.0,1.1616709219327064,1.219248389218685,0.05757746728597857,seen,seen_temperature
T7,US06,1,10.0,0.7063460771796854,1.7474636380130546,1.0411175608333691,unseen,0_to_25_gap
T7,US06,1,20.0,0.6519566802042803,1.1304704477045897,0.4785137675003094,unseen,0_to_25_gap
T7,US06,1,25.0,1.0403315732433538,1.4845071670010936,0.44417559375773985,seen,seen_temperature
T7,US06,1,30.0,0.715011276822287,0.9886746301627682,0.2736633533404812,unseen,25_to_50_gap
T7,US06,1,40.0,0.8605362253343664,0.8892096987570399,0.028673473422673568,unseen,25_to_50_gap
T7,US06,1,50.0,1.0095535201125765,0.9915681820762768,-0.017985338036299647,seen,seen_temperature
T7,US06,2,-10.0,0.5160750126843404,0.6447153784359736,0.12864036575163318,seen,seen_temperature
T7,US06,2,0.0,1.1763134636020751,1.0686660447792249,-0.10764741882285023,seen,seen_temperature
T7,US06,2,10.0,0.680107869771609,1.0648826087621623,0.38477473899055337,unseen,0_to_25_gap
T7,US06,2,20.0,0.6507087474426991,0.8427270051597208,0.19201825771702163,unseen,0_to_25_gap
T7,US06,2,25.0,1.013743842897487,1.213542353437343,0.1997985105398561,seen,seen_temperature
T7,US06,2,30.0,0.6451467361516032,0.97094276183529,0.3257960256836868,unseen,25_to_50_gap
T7,US06,2,40.0,0.736120651942731,1.030079706022654,0.29395905407992307,unseen,25_to_50_gap
T7,US06,2,50.0,0.7327561836821636,1.0896307756017607,0.35687459191959714,seen,seen_temperature
