feature,seed,mae_pct
RAW_W200,0,2.2362135433599772
RAW_W200,1,2.2169782968269254
RAW_W200,2,2.020795472828283
RAW_W800,0,1.2674588724476503
RAW_W800,1,1.0973177290188427
RAW_W800,2,1.275339438422563
SMA9,0,1.1515222684571886
SMA9,1,1.2426697605516914
SMA9,2,1.1374121512977762
T6_plain,0,0.6485633675596684
T6_plain,1,0.6513739043705169
T6_plain,2,0.6201748226648779
