model_id,chemistry,fold,method,temperature_C,onchip_status,n_evaluation_points,mcu_mae_pct,python_mae_pct,mae_delta_mcu_minus_python_pct,mean_abs_mcu_python_diff_pct_point,p95_abs_mcu_python_diff_pct_point,max_abs_mcu_python_diff_pct_point
lfp_fuds_hysteresis_2rc_ekf,LFP,FUDS,hysteresis_2rc_ekf,25,PASS,7323,0.3362560336395749,0.3362560576754377,-2.4035862800086963e-08,1.014154037054857e-06,2.688838069975218e-06,2.979335134156713e-06
lfp_fuds_hysteresis_2rc_ekf,LFP,FUDS,hysteresis_2rc_ekf,30,PASS,7397,0.2156746822928787,0.2156746625251104,1.9767768255629647e-08,1.0225602110918206e-06,2.69253840112782e-06,2.979730784335999e-06
lfp_fuds_hysteresis_2rc_ekf,LFP,FUDS,hysteresis_2rc_ekf,40,PASS,7529,0.4096070252596625,0.4096070354764588,-1.0216796297868314e-08,9.991195189029396e-07,2.690798326376864e-06,2.979750080012167e-06
lfp_fuds_hysteresis_2rc_ekf,LFP,FUDS,hysteresis_2rc_ekf,50,PASS,7565,0.1649005904144116,0.1649005539684752,3.6445936352214054e-08,9.946059813222452e-07,2.6708304257105904e-06,2.980718905032376e-06
lfp_fuds_hysteresis_2rc_ukf,LFP,FUDS,hysteresis_2rc_ukf,-10,PASS,5621,0.7385712018318876,0.7384266881152951,0.0001445137165925,0.0001627543129367,0.0002579133518754,0.0009768659352316
lfp_fuds_hysteresis_2rc_ukf,LFP,FUDS,hysteresis_2rc_ukf,0,PASS,6965,25.339525622996423,25.36748030222805,-0.0279546792316232,0.0293129384862643,0.2711165859221894,0.4833159086577842
lfp_fuds_hysteresis_2rc_ukf,LFP,FUDS,hysteresis_2rc_ukf,10,PASS,7021,27.928914168245598,27.92896852944213,-5.43611965362345e-05,9.95752664482136e-05,0.0005964806455538,0.0022895997766503
lfp_fuds_hysteresis_2rc_ukf,LFP,FUDS,hysteresis_2rc_ukf,20,PASS,7249,7.835676172579905,7.835691635065456,-1.5462485550621352e-05,1.6378466699319278e-05,5.465483963185135e-05,0.0006033240736447
lfp_fuds_hysteresis_2rc_ukf,LFP,FUDS,hysteresis_2rc_ukf,25,PASS,7323,5.675092493957619,5.675091421850107,1.0721075121011836e-06,3.8251684654465605e-06,2.8093985693367065e-06,0.0044946572590576
lfp_fuds_hysteresis_2rc_ukf,LFP,FUDS,hysteresis_2rc_ukf,30,PASS,7397,5.579256362666179,5.580695177307825,-0.0014388146416459,0.0019615792386593,7.409062080521166e-06,1.304990101816228
lfp_fuds_hysteresis_2rc_ukf,LFP,FUDS,hysteresis_2rc_ukf,40,PASS,7529,2.329230499715197,2.329230501057437,-1.3422400968465806e-09,9.957680824475575e-07,2.6677219988613383e-06,7.673954249831638e-06
lfp_fuds_hysteresis_2rc_ukf,LFP,FUDS,hysteresis_2rc_ukf,50,PASS,7565,13.923308419754784,13.922811646124782,0.000496773630001,0.0005391194592571,3.5628976890467084e-05,0.8393297893714069
lfp_fuds_plain_2rc_ekf,LFP,FUDS,plain_2rc_ekf,-10,PASS,5621,0.0515213746610518,0.0515213679362019,6.724849899164553e-09,1.2254954088197924e-06,2.755766448370167e-06,2.981892033293576e-06
lfp_fuds_plain_2rc_ekf,LFP,FUDS,plain_2rc_ekf,0,PASS,6965,0.400140770838825,0.4001407647076274,6.131197549663625e-09,1.0680299667515188e-06,2.706459936163696e-06,2.981902802456915e-06
