chemistry,feature,fold,seed,onnx_file,sha256,opset,static_shape,rewrites_applied,graph_kind,operations
LFP,T6,DST,1,onnx/lfp_t6_dst_s1_dynamic.onnx,cd1b88de219e120b06982e39af90c5bb75b2afeaa4794c44f818c2d039a9f796,17,batch_dynamic,none,dynamic_batch,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T6,DST,2,onnx/lfp_t6_dst_s2_static.onnx,a99418f64ad06a010deafa9a1e5b2ed56f4de363c5f5ab9bc1e23d2fdf4f9cd7,17,"[1, 50, 9]",none,static,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T6,DST,2,onnx/lfp_t6_dst_s2_dynamic.onnx,811c2facdcd5440f4cd5be89c93e5b8c7f205bab92e2d362a72e4d78f409a84e,17,batch_dynamic,none,dynamic_batch,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T6,FUDS,0,onnx/lfp_t6_fuds_s0_static.onnx,71e178a259c75f410b1ad85a92d28cd4d697800428537fbf177ac4bee0d5ea94,17,"[1, 50, 9]",none,static,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T6,FUDS,0,onnx/lfp_t6_fuds_s0_dynamic.onnx,85560eae2afab8406cc5babeabce5ab9b44839caed678610652c54d499552ca9,17,batch_dynamic,none,dynamic_batch,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T6,FUDS,1,onnx/lfp_t6_fuds_s1_static.onnx,c8e91ec2f56422f8b1d41b59c8013ebee1accf5bbeab7abe2c0adcdb100812d2,17,"[1, 50, 9]",none,static,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T6,FUDS,1,onnx/lfp_t6_fuds_s1_dynamic.onnx,ad32ee8f4669c45a5b8d6c66b8d5b1c080f5004f0ae48dba42ec2a64549e4184,17,batch_dynamic,none,dynamic_batch,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T6,FUDS,2,onnx/lfp_t6_fuds_s2_static.onnx,4e4a04eef66a972649f2a3d916e23944777503596b871c58ea7cb62341d1ab92,17,"[1, 50, 9]",none,static,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T6,FUDS,2,onnx/lfp_t6_fuds_s2_dynamic.onnx,4c19381a14ead536e98fe93faf9ae4fa4e25a6248080f79be41f81f2566beba5,17,batch_dynamic,none,dynamic_batch,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T6,US06,0,onnx/lfp_t6_us06_s0_static.onnx,426c3d60adca0898833b230bad5d7447ce31e965e953f672a678aaf000b55840,17,"[1, 50, 9]",none,static,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T6,US06,0,onnx/lfp_t6_us06_s0_dynamic.onnx,7b55e01c9668cf0fb0470fad82d2a0023babc9d815a826cabecb1b442733c29c,17,batch_dynamic,none,dynamic_batch,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T6,US06,1,onnx/lfp_t6_us06_s1_static.onnx,12851ce9ab4f7552f8dce75cba33bb46260111a3ad5f0bf7158ba2ec5f64fcb5,17,"[1, 50, 9]",none,static,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T6,US06,1,onnx/lfp_t6_us06_s1_dynamic.onnx,782d5609b56a0909606bfd8adfc965b1c4e2987de1ce8b92b55e7f10697e390b,17,batch_dynamic,none,dynamic_batch,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T6,US06,2,onnx/lfp_t6_us06_s2_static.onnx,241bd8b5612c2593c7ab60e631043be107e31bc88749f24ebefd2a0bf5498145,17,"[1, 50, 9]",none,static,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T6,US06,2,onnx/lfp_t6_us06_s2_dynamic.onnx,a12e29fe7431b79eae965ebe804eb42e4c993950b383af3de16a292245cf2634,17,batch_dynamic,none,dynamic_batch,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T7,DST,0,onnx/lfp_t7_dst_s0_static.onnx,0b8295f75fbeb7faa9d239079868b0876337467c5144e77c7e0e0ea2d27154dc,17,"[1, 50, 11]",none,static,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T7,DST,0,onnx/lfp_t7_dst_s0_dynamic.onnx,894ad358cb5b2d844cc8b92d442d3520b8546a6811e308111b097d396b3941d2,17,batch_dynamic,none,dynamic_batch,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T7,DST,1,onnx/lfp_t7_dst_s1_static.onnx,8fd1feefd7c1b5ac042836101defec0fec9990657bf2a719dbb23d72b8028578,17,"[1, 50, 11]",none,static,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T7,DST,1,onnx/lfp_t7_dst_s1_dynamic.onnx,87f877f1c916229b3ee8867ceb816766a5ba50e8b43db22fb0b3644dc23dab9b,17,batch_dynamic,none,dynamic_batch,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T7,DST,2,onnx/lfp_t7_dst_s2_static.onnx,95b4678342be1eb5d002f3e94b034c42544a74e976f72c2012b9a581cffb6419,17,"[1, 50, 11]",none,static,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T7,DST,2,onnx/lfp_t7_dst_s2_dynamic.onnx,ca9aee0f521667b4d591dc383dcba8c7c065c9c391772abc78e09617a0cd8db5,17,batch_dynamic,none,dynamic_batch,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T7,FUDS,0,onnx/lfp_t7_fuds_s0_static.onnx,9c1a07919c1b32bc560f6418c6d3e0fa520220458996b03ae766a444d28b266a,17,"[1, 50, 11]",none,static,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T7,FUDS,0,onnx/lfp_t7_fuds_s0_dynamic.onnx,47cc2774b634074f082359025678db313d97f823e388a3f2b90a5c236600ff92,17,batch_dynamic,none,dynamic_batch,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T7,FUDS,1,onnx/lfp_t7_fuds_s1_static.onnx,0285c3f8f1be1222acb74f6b1266c24f6f7d6e72d832cd2921d17c7c688fef98,17,"[1, 50, 11]",none,static,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T7,FUDS,1,onnx/lfp_t7_fuds_s1_dynamic.onnx,4e041d501e96013328de7c3b570719ebc3af83eae09ce5e31b415ca1015916df,17,batch_dynamic,none,dynamic_batch,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T7,FUDS,2,onnx/lfp_t7_fuds_s2_static.onnx,b1182ea5fa7da4f1f564bce66e3d2ac5f439f0e51cb3df166bb8c2eaf24b73f4,17,"[1, 50, 11]",none,static,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T7,FUDS,2,onnx/lfp_t7_fuds_s2_dynamic.onnx,8b7f479dcff5f4e8fc8ad96eee14d4c1be9a97919e7abadfce078a7651f3dbf6,17,batch_dynamic,none,dynamic_batch,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T7,US06,0,onnx/lfp_t7_us06_s0_static.onnx,00807c309a55a71ba68a074ba85c6af99ce2554a811befbb57f124b66702e9d9,17,"[1, 50, 11]",none,static,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T7,US06,0,onnx/lfp_t7_us06_s0_dynamic.onnx,09dff55c2dffaf942577c80e633e9395181677b13c7513182c1fb8b50f07c9e9,17,batch_dynamic,none,dynamic_batch,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T7,US06,1,onnx/lfp_t7_us06_s1_static.onnx,2b288936f550c8e290f3840b73a5bbcd1938ba10b1a65032d114adb7995a0523,17,"[1, 50, 11]",none,static,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T7,US06,1,onnx/lfp_t7_us06_s1_dynamic.onnx,4fcdf385707ecdaea2ef154d9547124f43716d597416cc58a3d3d58fa3175167,17,batch_dynamic,none,dynamic_batch,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T7,US06,2,onnx/lfp_t7_us06_s2_static.onnx,3438e3a7d8167992ac46b2c2717d77114878ec0e52ab0dd1b3bbb5e717c45fe0,17,"[1, 50, 11]",none,static,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
LFP,T7,US06,2,onnx/lfp_t7_us06_s2_dynamic.onnx,65eef8482ac356e7e74ff04325e3a56b67d7abe54ee51e8938382138441aebe9,17,batch_dynamic,none,dynamic_batch,"{""Add"": 7, ""Clip"": 1, ""Concat"": 1, ""Constant"": 10, ""Expand"": 1, ""GRU"": 1, ""Gather"": 3, ""LayerNormalization"": 3, ""MatMul"": 6, ""Mul"": 5, ""Shape"": 1, ""Sigmoid"": 5, ""Squeeze"": 1, ""Tanh"": 1, ""Transpose"": 2, ""Unsqueeze"": 1}"
