chemistry,method,init_condition,precision,fold,temperature_C,mae_pct,rmse_pct,n_points,status,reason
LFP,adaptive_hysteresis_2rc_ekf,oracle,fp64,US06,40,0.1756811551507798,MISSING_not_recorded,7095,PASS,actual MCU precision; no precision relabeling or mixed aggregation
LFP,adaptive_hysteresis_2rc_ekf,oracle,fp64,US06,50,0.0450093705008698,MISSING_not_recorded,7116,PASS,actual MCU precision; no precision relabeling or mixed aggregation
LFP,cc,oracle,fp32,US06,-10,0.1352571614158841,MISSING_not_recorded,5051,PASS,actual MCU precision; no precision relabeling or mixed aggregation
LFP,cc,oracle,fp32,US06,0,0.0402565212448252,MISSING_not_recorded,6234,PASS,actual MCU precision; no precision relabeling or mixed aggregation
LFP,cc,oracle,fp32,US06,10,0.0617797392835144,MISSING_not_recorded,6727,PASS,actual MCU precision; no precision relabeling or mixed aggregation
LFP,cc,oracle,fp32,US06,20,0.0541177425092343,MISSING_not_recorded,6849,PASS,actual MCU precision; no precision relabeling or mixed aggregation
LFP,cc,oracle,fp32,US06,25,0.0278956583128199,MISSING_not_recorded,6908,PASS,actual MCU precision; no precision relabeling or mixed aggregation
LFP,cc,oracle,fp32,US06,30,0.0300934014203704,MISSING_not_recorded,6953,PASS,actual MCU precision; no precision relabeling or mixed aggregation
LFP,cc,oracle,fp32,US06,40,0.1898471788200879,MISSING_not_recorded,7095,PASS,actual MCU precision; no precision relabeling or mixed aggregation
LFP,cc,oracle,fp32,US06,50,0.0459932909791461,MISSING_not_recorded,7116,PASS,actual MCU precision; no precision relabeling or mixed aggregation
LFP,hysteresis_2rc_ekf,oracle,fp64,US06,-10,0.089563636487582,MISSING_not_recorded,5051,PASS,actual MCU precision; no precision relabeling or mixed aggregation
LFP,hysteresis_2rc_ekf,oracle,fp64,US06,0,0.0477049586276145,MISSING_not_recorded,6234,PASS,actual MCU precision; no precision relabeling or mixed aggregation
LFP,hysteresis_2rc_ekf,oracle,fp64,US06,10,0.0566214678833566,MISSING_not_recorded,6727,PASS,actual MCU precision; no precision relabeling or mixed aggregation
LFP,hysteresis_2rc_ekf,oracle,fp64,US06,20,0.0353102283284943,MISSING_not_recorded,6849,PASS,actual MCU precision; no precision relabeling or mixed aggregation
LFP,hysteresis_2rc_ekf,oracle,fp64,US06,25,0.0337677575810192,MISSING_not_recorded,6908,PASS,actual MCU precision; no precision relabeling or mixed aggregation
