chemistry,feature,fold,seed,temperature_C,record_file,precision,n_compared,mean_abs_prediction_diff_pct,max_abs_prediction_diff_pct,mae_actual_dt_pct,mae_fixed_1s_pct,delta_mae_fixed_minus_actual_pct,analysis_type
NMC,T6,US06,2,25,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/25C/NMC_25C_US06.csv,fp32_network_fp64_ema,10631,0.008827627935836552,0.13158321380615234,0.3031241785881802,0.30938770814602956,0.006263529557849368,PC_proxy_not_onchip
NMC,T6,US06,2,45,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/45C/NMC_45C_US06.csv,fp32_network_fp64_ema,10835,0.010028272819067952,0.015050172805786133,0.13661083327822102,0.14042857892281704,0.0038177456445960267,PC_proxy_not_onchip
LFP,G4,DST,0,-10,/home/user/바탕화면/DL/CEMA_SOC_REVIEW_DEFENSE_C/c1_baselines/prepared_data_ocv_discharge_soc/-10C/LFP_-10C_DST.csv,fp32_network_fp64_ema,5235,0.013303135618667092,0.025737285614013672,0.71013826186843,0.7069082449632857,-0.0032300169051442396,PC_proxy_not_onchip
LFP,G4,DST,0,0,/home/user/바탕화면/DL/CEMA_SOC_REVIEW_DEFENSE_C/c1_baselines/prepared_data_ocv_discharge_soc/0C/LFP_0C_DST.csv,fp32_network_fp64_ema,6671,0.020766381206156485,0.04668831825256348,0.4510889902676433,0.45006938858509327,-0.0010196016825500531,PC_proxy_not_onchip
LFP,G4,DST,0,10,/home/user/바탕화면/DL/CEMA_SOC_REVIEW_DEFENSE_C/c1_baselines/prepared_data_ocv_discharge_soc/10C/LFP_10C_DST.csv,fp32_network_fp64_ema,7031,0.020581885775975865,0.05012154579162598,0.3945979002041789,0.3950470979016853,0.00044919769750639826,PC_proxy_not_onchip
LFP,G4,DST,0,20,/home/user/바탕화면/DL/CEMA_SOC_REVIEW_DEFENSE_C/c1_baselines/prepared_data_ocv_discharge_soc/20C/LFP_20C_DST.csv,fp32_network_fp64_ema,7254,0.015611978217462288,0.04258155822753906,0.4296804983891374,0.4337542203680068,0.004073721978869405,PC_proxy_not_onchip
LFP,G4,DST,0,25,/home/user/바탕화면/DL/CEMA_SOC_REVIEW_DEFENSE_C/c1_baselines/prepared_data_ocv_discharge_soc/25C/LFP_25C_DST.csv,fp32_network_fp64_ema,7319,0.017566885124759152,0.04296302795410156,0.40965148692484676,0.415847425901408,0.006195938976561233,PC_proxy_not_onchip
LFP,G4,DST,0,30,/home/user/바탕화면/DL/CEMA_SOC_REVIEW_DEFENSE_C/c1_baselines/prepared_data_ocv_discharge_soc/30C/LFP_30C_DST.csv,fp32_network_fp64_ema,7391,0.01446564693546734,0.03705322742462158,0.49273645322597015,0.49932057250872797,0.0065841192827578165,PC_proxy_not_onchip
LFP,G4,DST,0,40,/home/user/바탕화면/DL/CEMA_SOC_REVIEW_DEFENSE_C/c1_baselines/prepared_data_ocv_discharge_soc/40C/LFP_40C_DST.csv,fp32_network_fp64_ema,7397,0.01601084283159861,0.05016326904296875,0.5824978049005656,0.5924286072993488,0.00993080239878319,PC_proxy_not_onchip
LFP,G4,DST,0,50,/home/user/바탕화면/DL/CEMA_SOC_REVIEW_DEFENSE_C/c1_baselines/prepared_data_ocv_discharge_soc/50C/LFP_50C_DST.csv,fp32_network_fp64_ema,7415,0.010839043610898208,0.04135016351938248,0.6289791021122277,0.6345300396587608,0.005550937546533019,PC_proxy_not_onchip
