chemistry,feature,fold,seed,record_file,precision,n_compared,max_abs_diff_pct,mean_abs_diff_pct,p99_abs_diff_pct,max_diff_index,status
NMC,G4,FUDS,0,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/0C/NMC_0C_FUDS.csv,fp32,22,1.1920928955078123e-05,4.605813459916548e-06,1.1920928955078123e-05,52,PASS_partial_record_22_outputs
NMC,G4,FUDS,0,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/25C/NMC_25C_FUDS.csv,fp32,22,5.960464477539063e-06,2.438371831720526e-06,5.960464477539063e-06,49,PASS_partial_record_22_outputs
NMC,G4,FUDS,0,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/45C/NMC_45C_FUDS.csv,fp32,22,1.1920928955078123e-05,2.9802322387695312e-06,1.0669231414794915e-05,55,PASS_partial_record_22_outputs
NMC,G4,FUDS,1,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/0C/NMC_0C_FUDS.csv,fp32,22,1.1920928955078123e-05,4.876743663441051e-06,1.1920928955078123e-05,50,PASS_partial_record_22_outputs
NMC,G4,FUDS,1,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/25C/NMC_25C_FUDS.csv,fp32,22,1.1920928955078123e-05,3.7930228493430404e-06,1.0669231414794915e-05,70,PASS_partial_record_22_outputs
NMC,G4,FUDS,1,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/45C/NMC_45C_FUDS.csv,fp32,22,1.1920928955078123e-05,3.522092645818537e-06,1.1920928955078123e-05,49,PASS_partial_record_22_outputs
NMC,G4,FUDS,2,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/0C/NMC_0C_FUDS.csv,fp32,22,1.1920928955078123e-05,4.876743663441051e-06,1.1920928955078123e-05,49,PASS_partial_record_22_outputs
NMC,G4,FUDS,2,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/25C/NMC_25C_FUDS.csv,fp32,22,1.1920928955078123e-05,4.063953052867543e-06,1.1920928955078123e-05,53,PASS_partial_record_22_outputs
NMC,G4,FUDS,2,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/45C/NMC_45C_FUDS.csv,fp32,22,1.1920928955078123e-05,4.334883256392046e-06,1.0669231414794915e-05,50,PASS_partial_record_22_outputs
NMC,G4,US06,0,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/0C/NMC_0C_US06.csv,fp32,22,1.1920928955078123e-05,4.605813459916548e-06,1.1920928955078123e-05,53,PASS_partial_record_22_outputs
NMC,G4,US06,0,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/25C/NMC_25C_US06.csv,fp32,22,1.1920928955078123e-05,4.063953052867543e-06,1.0669231414794915e-05,67,PASS_partial_record_22_outputs
NMC,G4,US06,0,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/45C/NMC_45C_US06.csv,fp32,22,1.1920928955078123e-05,4.876743663441051e-06,1.1920928955078123e-05,56,PASS_partial_record_22_outputs
NMC,G4,US06,1,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/0C/NMC_0C_US06.csv,fp32,22,1.1920928955078123e-05,3.522092645818537e-06,1.0669231414794915e-05,52,PASS_partial_record_22_outputs
NMC,G4,US06,1,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/25C/NMC_25C_US06.csv,fp32,22,1.1920928955078123e-05,3.7930228493430396e-06,1.1920928955078123e-05,50,PASS_partial_record_22_outputs
NMC,G4,US06,1,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/45C/NMC_45C_US06.csv,fp32,22,1.1920928955078123e-05,3.5220926458185375e-06,1.0669231414794915e-05,67,PASS_partial_record_22_outputs
NMC,G4,US06,2,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/0C/NMC_0C_US06.csv,fp32,22,1.1920928955078123e-05,3.251162442294034e-06,1.1920928955078123e-05,53,PASS_partial_record_22_outputs
NMC,G4,US06,2,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/25C/NMC_25C_US06.csv,fp32,22,1.1920928955078123e-05,3.7930228493430404e-06,1.1920928955078123e-05,59,PASS_partial_record_22_outputs
NMC,G4,US06,2,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/45C/NMC_45C_US06.csv,fp32,22,1.1920928955078123e-05,4.334883256392046e-06,1.1920928955078123e-05,57,PASS_partial_record_22_outputs
NMC,T6,DST,0,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/0C/NMC_0C_DST.csv,fp32,22,1.1920928955078123e-05,4.334883256392046e-06,1.1920928955078123e-05,50,PASS_partial_record_22_outputs
NMC,T6,DST,0,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/25C/NMC_25C_DST.csv,fp32,22,5.960464477539063e-06,2.9802322387695317e-06,5.960464477539063e-06,49,PASS_partial_record_22_outputs
NMC,T6,DST,0,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/45C/NMC_45C_DST.csv,fp32,22,1.1920928955078123e-05,4.063953052867543e-06,1.1920928955078123e-05,65,PASS_partial_record_22_outputs
NMC,T6,DST,1,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/0C/NMC_0C_DST.csv,fp32,22,1.1920928955078123e-05,2.9802322387695312e-06,1.0669231414794915e-05,60,PASS_partial_record_22_outputs
NMC,T6,DST,1,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/25C/NMC_25C_DST.csv,fp32,22,1.1920928955078123e-05,3.2511624422940346e-06,1.0669231414794915e-05,66,PASS_partial_record_22_outputs
NMC,T6,DST,1,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/45C/NMC_45C_DST.csv,fp32,22,1.7881393432617188e-05,4.063953052867543e-06,1.6629695892333978e-05,61,PASS_partial_record_22_outputs
NMC,T6,DST,2,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/0C/NMC_0C_DST.csv,fp32,22,1.1920928955078123e-05,4.605813459916548e-06,1.1920928955078123e-05,49,PASS_partial_record_22_outputs
NMC,T6,DST,2,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/25C/NMC_25C_DST.csv,fp32,22,1.1920928955078123e-05,4.605813459916548e-06,1.1920928955078123e-05,49,PASS_partial_record_22_outputs
NMC,T6,DST,2,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/45C/NMC_45C_DST.csv,fp32,22,1.1920928955078123e-05,3.7930228493430396e-06,1.1920928955078123e-05,58,PASS_partial_record_22_outputs
NMC,T6,FUDS,0,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/0C/NMC_0C_FUDS.csv,fp32,22,1.1920928955078123e-05,4.605813459916548e-06,1.0669231414794915e-05,49,PASS_partial_record_22_outputs
NMC,T6,FUDS,0,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/25C/NMC_25C_FUDS.csv,fp32,22,1.1920928955078123e-05,3.251162442294034e-06,1.1920928955078123e-05,54,PASS_partial_record_22_outputs
NMC,T6,FUDS,0,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/45C/NMC_45C_FUDS.csv,fp32,22,1.7881393432617188e-05,5.147673866965554e-06,1.6629695892333978e-05,57,PASS_partial_record_22_outputs
NMC,T6,FUDS,1,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/0C/NMC_0C_FUDS.csv,fp32,22,5.960464477539063e-06,3.5220926458185375e-06,5.960464477539063e-06,49,PASS_partial_record_22_outputs
NMC,T6,FUDS,1,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/25C/NMC_25C_FUDS.csv,fp32,22,1.1920928955078123e-05,3.2511624422940346e-06,1.0669231414794915e-05,65,PASS_partial_record_22_outputs
NMC,T6,FUDS,1,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/45C/NMC_45C_FUDS.csv,fp32,22,1.1920928955078123e-05,3.522092645818537e-06,1.0669231414794915e-05,58,PASS_partial_record_22_outputs
NMC,T6,FUDS,2,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/0C/NMC_0C_FUDS.csv,fp32,22,1.1920928955078123e-05,4.876743663441052e-06,1.1920928955078123e-05,66,PASS_partial_record_22_outputs
NMC,T6,FUDS,2,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/25C/NMC_25C_FUDS.csv,fp32,22,1.1920928955078123e-05,2.7093020352450283e-06,1.0669231414794915e-05,49,PASS_partial_record_22_outputs
NMC,T6,FUDS,2,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/45C/NMC_45C_FUDS.csv,fp32,22,1.1920928955078123e-05,3.5220926458185375e-06,1.0669231414794915e-05,66,PASS_partial_record_22_outputs
NMC,T6,US06,0,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/0C/NMC_0C_US06.csv,fp32,22,1.1920928955078123e-05,2.7093020352450288e-06,1.0669231414794915e-05,66,PASS_partial_record_22_outputs
NMC,T6,US06,0,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/25C/NMC_25C_US06.csv,fp32,22,1.1920928955078123e-05,5.418604070490057e-06,1.1920928955078123e-05,49,PASS_partial_record_22_outputs
NMC,T6,US06,0,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/45C/NMC_45C_US06.csv,fp32,22,5.960464477539063e-06,3.5220926458185375e-06,5.960464477539063e-06,49,PASS_partial_record_22_outputs
NMC,T6,US06,1,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/0C/NMC_0C_US06.csv,fp32,22,1.1920928955078123e-05,2.167441628196023e-06,1.0669231414794915e-05,69,PASS_partial_record_22_outputs
NMC,T6,US06,1,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/25C/NMC_25C_US06.csv,fp32,22,1.1920928955078123e-05,3.251162442294034e-06,1.0669231414794915e-05,50,PASS_partial_record_22_outputs
NMC,T6,US06,1,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/45C/NMC_45C_US06.csv,fp32,22,5.960464477539063e-06,2.9802322387695317e-06,5.960464477539063e-06,49,PASS_partial_record_22_outputs
NMC,T6,US06,2,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/0C/NMC_0C_US06.csv,fp32,22,1.1920928955078123e-05,2.7093020352450288e-06,1.0669231414794915e-05,62,PASS_partial_record_22_outputs
NMC,T6,US06,2,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/25C/NMC_25C_US06.csv,fp32,22,1.1920928955078123e-05,4.605813459916548e-06,1.1920928955078123e-05,55,PASS_partial_record_22_outputs
NMC,T6,US06,2,/home/user/바탕화면/DL/CEMA_MLP_OCVSTART_FULLGRID/nmc_ocvstart_25c_us06_soc0_dstfudsmean_lopo_clean/45C/NMC_45C_US06.csv,fp32,22,1.1920928955078123e-05,3.251162442294034e-06,1.1920928955078123e-05,51,PASS_partial_record_22_outputs
