fold,temperature_C,selected,method,order,noise_name,validation_profile,innovation_rmse_V,diverged,adaptive_beta
DST,45.0,True,2RC_UKF,2.0,qhigh_rmid,CV_MEAN,0.0024245678385633315,False,
DST,45.0,False,2RC_UKF,2.0,qhigh_rhigh,FUDS,0.002973851723665068,False,
DST,45.0,False,2RC_UKF,2.0,qhigh_rhigh,US06,0.0025567300672500095,False,
DST,45.0,False,2RC_UKF,2.0,qhigh_rhigh,CV_MEAN,0.002765290895457539,False,
DST,45.0,True,Adaptive_2RC_EKF,,,FUDS,0.0024208212293538737,False,0.001
DST,45.0,True,Adaptive_2RC_EKF,,,US06,0.0020717959657729876,False,0.001
DST,45.0,True,Adaptive_2RC_EKF,,,CV_MEAN,0.002246308597563431,False,0.001
DST,45.0,False,Adaptive_2RC_EKF,,,FUDS,0.002927346489303793,False,0.01
DST,45.0,False,Adaptive_2RC_EKF,,,US06,0.0021814748863428603,False,0.01
DST,45.0,False,Adaptive_2RC_EKF,,,CV_MEAN,0.002554410687823327,False,0.01
DST,45.0,False,Adaptive_2RC_EKF,,,FUDS,0.004019938785918074,False,0.05
DST,45.0,False,Adaptive_2RC_EKF,,,US06,0.0023735378472669474,False,0.05
DST,45.0,False,Adaptive_2RC_EKF,,,CV_MEAN,0.003196738316592511,False,0.05
FUDS,0.0,False,1RC_EKF,1.0,qlow_rlow,DST,0.017238356294719558,False,
FUDS,0.0,False,1RC_EKF,1.0,qlow_rlow,US06,0.02192985779034803,False,
FUDS,0.0,False,1RC_EKF,1.0,qlow_rlow,CV_MEAN,0.019584107042533792,False,
FUDS,0.0,False,1RC_EKF,1.0,qlow_rmid,DST,0.014570888474520897,False,
FUDS,0.0,False,1RC_EKF,1.0,qlow_rmid,US06,0.020092764055999152,False,
FUDS,0.0,False,1RC_EKF,1.0,qlow_rmid,CV_MEAN,0.017331826265260024,False,
FUDS,0.0,False,1RC_EKF,1.0,qmid_rlow,DST,0.010135700456332242,False,
FUDS,0.0,False,1RC_EKF,1.0,qmid_rlow,US06,0.01614965960862708,False,
FUDS,0.0,False,1RC_EKF,1.0,qmid_rlow,CV_MEAN,0.013142680032479662,False,
FUDS,0.0,False,1RC_EKF,1.0,qmid_rmid,DST,0.00895757263710002,False,
FUDS,0.0,False,1RC_EKF,1.0,qmid_rmid,US06,0.014813636758233016,False,
FUDS,0.0,False,1RC_EKF,1.0,qmid_rmid,CV_MEAN,0.01188560469766652,False,
FUDS,0.0,False,1RC_EKF,1.0,qhigh_rmid,DST,0.008046873071742601,False,
FUDS,0.0,False,1RC_EKF,1.0,qhigh_rmid,US06,0.01318536473553347,False,
FUDS,0.0,False,1RC_EKF,1.0,qhigh_rmid,CV_MEAN,0.010616118903638037,False,
FUDS,0.0,True,1RC_EKF,1.0,qhigh_rhigh,DST,0.007604384331486013,False,
FUDS,0.0,True,1RC_EKF,1.0,qhigh_rhigh,US06,0.012718941225797626,False,
FUDS,0.0,True,1RC_EKF,1.0,qhigh_rhigh,CV_MEAN,0.01016166277864182,False,
FUDS,0.0,False,2RC_EKF,2.0,qlow_rlow,DST,0.01620792023772898,False,
FUDS,0.0,False,2RC_EKF,2.0,qlow_rlow,US06,0.020975256383146644,False,
FUDS,0.0,False,2RC_EKF,2.0,qlow_rlow,CV_MEAN,0.018591588310437814,False,
FUDS,0.0,False,2RC_EKF,2.0,qlow_rmid,DST,0.013652157672360919,False,
FUDS,0.0,False,2RC_EKF,2.0,qlow_rmid,US06,0.01896967582026313,False,
FUDS,0.0,False,2RC_EKF,2.0,qlow_rmid,CV_MEAN,0.016310916746312024,False,
FUDS,0.0,False,2RC_EKF,2.0,qmid_rlow,DST,0.01012788790921849,False,
FUDS,0.0,False,2RC_EKF,2.0,qmid_rlow,US06,0.015032917023312522,False,
FUDS,0.0,False,2RC_EKF,2.0,qmid_rlow,CV_MEAN,0.012580402466265506,False,
FUDS,0.0,False,2RC_EKF,2.0,qmid_rmid,DST,0.008430927449457202,False,
FUDS,0.0,False,2RC_EKF,2.0,qmid_rmid,US06,0.01372419370963554,False,
FUDS,0.0,False,2RC_EKF,2.0,qmid_rmid,CV_MEAN,0.011077560579546371,False,
FUDS,0.0,False,2RC_EKF,2.0,qhigh_rmid,DST,0.007589717747463419,False,
FUDS,0.0,False,2RC_EKF,2.0,qhigh_rmid,US06,0.012420112376082924,False,
FUDS,0.0,False,2RC_EKF,2.0,qhigh_rmid,CV_MEAN,0.010004915061773171,False,
FUDS,0.0,True,2RC_EKF,2.0,qhigh_rhigh,DST,0.007269829608263261,False,
FUDS,0.0,True,2RC_EKF,2.0,qhigh_rhigh,US06,0.012083381384433864,False,
FUDS,0.0,True,2RC_EKF,2.0,qhigh_rhigh,CV_MEAN,0.009676605496348563,False,
FUDS,0.0,False,2RC_UKF,2.0,qlow_rlow,DST,0.01620745216344068,False,
FUDS,0.0,False,2RC_UKF,2.0,qlow_rlow,US06,0.021015232479176433,False,
FUDS,0.0,False,2RC_UKF,2.0,qlow_rlow,CV_MEAN,0.018611342321308556,False,
FUDS,0.0,False,2RC_UKF,2.0,qlow_rmid,DST,0.013652429490696958,False,
FUDS,0.0,False,2RC_UKF,2.0,qlow_rmid,US06,0.01896945857247664,False,
FUDS,0.0,False,2RC_UKF,2.0,qlow_rmid,CV_MEAN,0.0163109440315868,False,
FUDS,0.0,False,2RC_UKF,2.0,qmid_rlow,DST,0.010130094433034184,False,
FUDS,0.0,False,2RC_UKF,2.0,qmid_rlow,US06,0.014972259369140923,False,
FUDS,0.0,False,2RC_UKF,2.0,qmid_rlow,CV_MEAN,0.012551176901087552,False,
FUDS,0.0,False,2RC_UKF,2.0,qmid_rmid,DST,0.008434439683610684,False,
FUDS,0.0,False,2RC_UKF,2.0,qmid_rmid,US06,0.013635111727511699,False,
FUDS,0.0,False,2RC_UKF,2.0,qmid_rmid,CV_MEAN,0.011034775705561191,False,
FUDS,0.0,True,2RC_UKF,2.0,qhigh_rmid,DST,0.007638155201219637,False,
FUDS,0.0,True,2RC_UKF,2.0,qhigh_rmid,US06,0.012231947548968466,False,
FUDS,0.0,True,2RC_UKF,2.0,qhigh_rmid,CV_MEAN,0.009935051375094052,False,
FUDS,0.0,False,2RC_UKF,2.0,qhigh_rhigh,DST,0.007624068555769393,False,
FUDS,0.0,False,2RC_UKF,2.0,qhigh_rhigh,US06,0.012566592497266469,False,
FUDS,0.0,False,2RC_UKF,2.0,qhigh_rhigh,CV_MEAN,0.010095330526517931,False,
FUDS,0.0,True,Adaptive_2RC_EKF,,,DST,0.0069602535927007735,False,0.001
FUDS,0.0,True,Adaptive_2RC_EKF,,,US06,0.01399037266962718,False,0.001
FUDS,0.0,True,Adaptive_2RC_EKF,,,CV_MEAN,0.010475313131163975,False,0.001
FUDS,0.0,False,Adaptive_2RC_EKF,,,DST,0.009124908018639579,False,0.01
FUDS,0.0,False,Adaptive_2RC_EKF,,,US06,0.01647240566812928,False,0.01
FUDS,0.0,False,Adaptive_2RC_EKF,,,CV_MEAN,0.01279865684338443,False,0.01
FUDS,0.0,False,Adaptive_2RC_EKF,,,DST,0.011900843443684764,False,0.05
FUDS,0.0,False,Adaptive_2RC_EKF,,,US06,0.016935645568304493,False,0.05
FUDS,0.0,False,Adaptive_2RC_EKF,,,CV_MEAN,0.014418244505994628,False,0.05
FUDS,25.0,False,1RC_EKF,1.0,qlow_rlow,DST,0.015322850647219794,False,
FUDS,25.0,False,1RC_EKF,1.0,qlow_rlow,US06,0.012735900520429836,False,
FUDS,25.0,False,1RC_EKF,1.0,qlow_rlow,CV_MEAN,0.014029375583824815,False,
FUDS,25.0,False,1RC_EKF,1.0,qlow_rmid,DST,0.016736147420571744,False,
FUDS,25.0,False,1RC_EKF,1.0,qlow_rmid,US06,0.011803562985612177,False,
FUDS,25.0,False,1RC_EKF,1.0,qlow_rmid,CV_MEAN,0.014269855203091961,False,
FUDS,25.0,False,1RC_EKF,1.0,qmid_rlow,DST,0.006384945094959789,False,
FUDS,25.0,False,1RC_EKF,1.0,qmid_rlow,US06,0.008366282895570542,False,
FUDS,25.0,False,1RC_EKF,1.0,qmid_rlow,CV_MEAN,0.007375613995265165,False,
FUDS,25.0,False,1RC_EKF,1.0,qmid_rmid,DST,0.006882066127130639,False,
FUDS,25.0,False,1RC_EKF,1.0,qmid_rmid,US06,0.008076241187600561,False,
FUDS,25.0,False,1RC_EKF,1.0,qmid_rmid,CV_MEAN,0.0074791536573656,False,
FUDS,25.0,False,1RC_EKF,1.0,qhigh_rmid,DST,0.0042527231919636515,False,
FUDS,25.0,False,1RC_EKF,1.0,qhigh_rmid,US06,0.007653949465753984,False,
FUDS,25.0,False,1RC_EKF,1.0,qhigh_rmid,CV_MEAN,0.005953336328858818,False,
FUDS,25.0,True,1RC_EKF,1.0,qhigh_rhigh,DST,0.004472303608070516,False,
FUDS,25.0,True,1RC_EKF,1.0,qhigh_rhigh,US06,0.007017470380000639,False,
FUDS,25.0,True,1RC_EKF,1.0,qhigh_rhigh,CV_MEAN,0.005744886994035577,False,
FUDS,25.0,False,2RC_EKF,2.0,qlow_rlow,DST,0.011318071742595063,False,
FUDS,25.0,False,2RC_EKF,2.0,qlow_rlow,US06,0.011884414226018422,False,
FUDS,25.0,False,2RC_EKF,2.0,qlow_rlow,CV_MEAN,0.011601242984306741,False,
FUDS,25.0,False,2RC_EKF,2.0,qlow_rmid,DST,0.008701239907510726,False,
FUDS,25.0,False,2RC_EKF,2.0,qlow_rmid,US06,0.010612227790566846,False,
FUDS,25.0,False,2RC_EKF,2.0,qlow_rmid,CV_MEAN,0.009656733849038786,False,
FUDS,25.0,False,2RC_EKF,2.0,qmid_rlow,DST,0.005710420472885433,False,
FUDS,25.0,False,2RC_EKF,2.0,qmid_rlow,US06,0.007818268620433784,False,
FUDS,25.0,False,2RC_EKF,2.0,qmid_rlow,CV_MEAN,0.0067643445466596085,False,
FUDS,25.0,False,2RC_EKF,2.0,qmid_rmid,DST,0.0045905967404823505,False,
FUDS,25.0,False,2RC_EKF,2.0,qmid_rmid,US06,0.007763759508022635,False,
FUDS,25.0,False,2RC_EKF,2.0,qmid_rmid,CV_MEAN,0.006177178124252492,False,
FUDS,25.0,False,2RC_EKF,2.0,qhigh_rmid,DST,0.0042517328138434755,False,
FUDS,25.0,False,2RC_EKF,2.0,qhigh_rmid,US06,0.007194450051304289,False,
FUDS,25.0,False,2RC_EKF,2.0,qhigh_rmid,CV_MEAN,0.0057230914325738826,False,
FUDS,25.0,True,2RC_EKF,2.0,qhigh_rhigh,DST,0.0038431102764423276,False,
FUDS,25.0,True,2RC_EKF,2.0,qhigh_rhigh,US06,0.006938480633476009,False,
FUDS,25.0,True,2RC_EKF,2.0,qhigh_rhigh,CV_MEAN,0.005390795454959168,False,
FUDS,25.0,False,2RC_UKF,2.0,qlow_rlow,DST,0.011662659973247034,False,
FUDS,25.0,False,2RC_UKF,2.0,qlow_rlow,US06,0.011782606470711707,False,
FUDS,25.0,False,2RC_UKF,2.0,qlow_rlow,CV_MEAN,0.01172263322197937,False,
FUDS,25.0,False,2RC_UKF,2.0,qlow_rmid,DST,0.009175306477548096,False,
FUDS,25.0,False,2RC_UKF,2.0,qlow_rmid,US06,0.010531756616936963,False,
FUDS,25.0,False,2RC_UKF,2.0,qlow_rmid,CV_MEAN,0.00985353154724253,False,
FUDS,25.0,False,2RC_UKF,2.0,qmid_rlow,DST,0.0066003826977560414,False,
FUDS,25.0,False,2RC_UKF,2.0,qmid_rlow,US06,0.007789111548887897,False,
FUDS,25.0,False,2RC_UKF,2.0,qmid_rlow,CV_MEAN,0.007194747123321969,False,
FUDS,25.0,False,2RC_UKF,2.0,qmid_rmid,DST,0.018273147085414866,False,
FUDS,25.0,False,2RC_UKF,2.0,qmid_rmid,US06,0.0075395759261580545,False,
FUDS,25.0,False,2RC_UKF,2.0,qmid_rmid,CV_MEAN,0.01290636150578646,False,
FUDS,25.0,True,2RC_UKF,2.0,qhigh_rmid,DST,0.005803613229278662,False,
FUDS,25.0,True,2RC_UKF,2.0,qhigh_rmid,US06,0.007369938534059406,False,
FUDS,25.0,True,2RC_UKF,2.0,qhigh_rmid,CV_MEAN,0.006586775881669034,False,
FUDS,25.0,False,2RC_UKF,2.0,qhigh_rhigh,DST,0.005702670299665731,False,
FUDS,25.0,False,2RC_UKF,2.0,qhigh_rhigh,US06,0.008477937061844847,False,
FUDS,25.0,False,2RC_UKF,2.0,qhigh_rhigh,CV_MEAN,0.007090303680755289,False,
FUDS,25.0,True,Adaptive_2RC_EKF,,,DST,0.003401651707115698,False,0.001
FUDS,25.0,True,Adaptive_2RC_EKF,,,US06,0.007681129037420509,False,0.001
FUDS,25.0,True,Adaptive_2RC_EKF,,,CV_MEAN,0.005541390372268104,False,0.001
FUDS,25.0,False,Adaptive_2RC_EKF,,,DST,0.004227366230761456,False,0.01
FUDS,25.0,False,Adaptive_2RC_EKF,,,US06,0.008096883660595534,False,0.01
FUDS,25.0,False,Adaptive_2RC_EKF,,,CV_MEAN,0.006162124945678495,False,0.01
FUDS,25.0,False,Adaptive_2RC_EKF,,,DST,0.008390655256475366,False,0.05
FUDS,25.0,False,Adaptive_2RC_EKF,,,US06,0.009091994610328917,False,0.05
FUDS,25.0,False,Adaptive_2RC_EKF,,,CV_MEAN,0.008741324933402142,False,0.05
FUDS,45.0,False,1RC_EKF,1.0,qlow_rlow,DST,0.009909741419748326,False,
FUDS,45.0,False,1RC_EKF,1.0,qlow_rlow,US06,0.00754306911643214,False,
FUDS,45.0,False,1RC_EKF,1.0,qlow_rlow,CV_MEAN,0.008726405268090234,False,
FUDS,45.0,False,1RC_EKF,1.0,qlow_rmid,DST,0.011755097705030521,False,
FUDS,45.0,False,1RC_EKF,1.0,qlow_rmid,US06,0.010048549494030818,False,
FUDS,45.0,False,1RC_EKF,1.0,qlow_rmid,CV_MEAN,0.01090182359953067,False,
FUDS,45.0,True,1RC_EKF,1.0,qmid_rlow,DST,0.0050457485188894514,False,
FUDS,45.0,True,1RC_EKF,1.0,qmid_rlow,US06,0.0034037427278493662,False,
FUDS,45.0,True,1RC_EKF,1.0,qmid_rlow,CV_MEAN,0.004224745623369408,False,
FUDS,45.0,False,1RC_EKF,1.0,qmid_rmid,DST,0.005241417026954313,False,
FUDS,45.0,False,1RC_EKF,1.0,qmid_rmid,US06,0.003227240832759647,False,
FUDS,45.0,False,1RC_EKF,1.0,qmid_rmid,CV_MEAN,0.00423432892985698,False,
FUDS,45.0,False,1RC_EKF,1.0,qhigh_rmid,DST,0.01420497968462492,False,
FUDS,45.0,False,1RC_EKF,1.0,qhigh_rmid,US06,0.00823098901969321,False,
FUDS,45.0,False,1RC_EKF,1.0,qhigh_rmid,CV_MEAN,0.011217984352159066,False,
FUDS,45.0,False,1RC_EKF,1.0,qhigh_rhigh,DST,0.006097587705014812,False,
FUDS,45.0,False,1RC_EKF,1.0,qhigh_rhigh,US06,0.00635791734625153,False,
FUDS,45.0,False,1RC_EKF,1.0,qhigh_rhigh,CV_MEAN,0.006227752525633171,False,
FUDS,45.0,False,2RC_EKF,2.0,qlow_rlow,DST,0.005969790574551311,False,
FUDS,45.0,False,2RC_EKF,2.0,qlow_rlow,US06,0.005133223384344415,False,
FUDS,45.0,False,2RC_EKF,2.0,qlow_rlow,CV_MEAN,0.0055515069794478625,False,
FUDS,45.0,False,2RC_EKF,2.0,qlow_rmid,DST,0.005048930339362839,False,
FUDS,45.0,False,2RC_EKF,2.0,qlow_rmid,US06,0.0048325168596009774,False,
FUDS,45.0,False,2RC_EKF,2.0,qlow_rmid,CV_MEAN,0.004940723599481908,False,
FUDS,45.0,False,2RC_EKF,2.0,qmid_rlow,DST,0.0025921413722447334,False,
FUDS,45.0,False,2RC_EKF,2.0,qmid_rlow,US06,0.002842831381346436,False,
FUDS,45.0,False,2RC_EKF,2.0,qmid_rlow,CV_MEAN,0.0027174863767955846,False,
FUDS,45.0,True,2RC_EKF,2.0,qmid_rmid,DST,0.0023959261983691974,False,
FUDS,45.0,True,2RC_EKF,2.0,qmid_rmid,US06,0.002251592478939688,False,
FUDS,45.0,True,2RC_EKF,2.0,qmid_rmid,CV_MEAN,0.002323759338654443,False,
FUDS,45.0,False,2RC_EKF,2.0,qhigh_rmid,DST,0.004355203578318769,False,
FUDS,45.0,False,2RC_EKF,2.0,qhigh_rmid,US06,0.004501659287898105,False,
FUDS,45.0,False,2RC_EKF,2.0,qhigh_rmid,CV_MEAN,0.004428431433108437,False,
FUDS,45.0,False,2RC_EKF,2.0,qhigh_rhigh,DST,0.004587713870454953,False,
FUDS,45.0,False,2RC_EKF,2.0,qhigh_rhigh,US06,0.004217066865992993,False,
FUDS,45.0,False,2RC_EKF,2.0,qhigh_rhigh,CV_MEAN,0.004402390368223973,False,
FUDS,45.0,False,2RC_UKF,2.0,qlow_rlow,DST,0.0059703456444881115,False,
FUDS,45.0,False,2RC_UKF,2.0,qlow_rlow,US06,0.005142626880303549,False,
FUDS,45.0,False,2RC_UKF,2.0,qlow_rlow,CV_MEAN,0.00555648626239583,False,
FUDS,45.0,False,2RC_UKF,2.0,qlow_rmid,DST,0.005023900858665953,False,
FUDS,45.0,False,2RC_UKF,2.0,qlow_rmid,US06,0.0047218401747431875,False,
FUDS,45.0,False,2RC_UKF,2.0,qlow_rmid,CV_MEAN,0.00487287051670457,False,
FUDS,45.0,False,2RC_UKF,2.0,qmid_rlow,DST,0.0026263119183865245,False,
FUDS,45.0,False,2RC_UKF,2.0,qmid_rlow,US06,0.002291157271640333,False,
FUDS,45.0,False,2RC_UKF,2.0,qmid_rlow,CV_MEAN,0.002458734595013429,False,
FUDS,45.0,False,2RC_UKF,2.0,qmid_rmid,DST,0.002426271758014376,False,
FUDS,45.0,False,2RC_UKF,2.0,qmid_rmid,US06,0.002282795044568652,False,
FUDS,45.0,False,2RC_UKF,2.0,qmid_rmid,CV_MEAN,0.0023545334012915137,False,
FUDS,45.0,True,2RC_UKF,2.0,qhigh_rmid,DST,0.0022643643980146512,False,
FUDS,45.0,True,2RC_UKF,2.0,qhigh_rmid,US06,0.002226377060418074,False,
FUDS,45.0,True,2RC_UKF,2.0,qhigh_rmid,CV_MEAN,0.0022453707292163626,False,
FUDS,45.0,False,2RC_UKF,2.0,qhigh_rhigh,DST,0.0027040318526081832,False,
FUDS,45.0,False,2RC_UKF,2.0,qhigh_rhigh,US06,0.0025373903634019063,False,
FUDS,45.0,False,2RC_UKF,2.0,qhigh_rhigh,CV_MEAN,0.0026207111080050445,False,
FUDS,45.0,True,Adaptive_2RC_EKF,,,DST,0.00202200289561156,False,0.001
FUDS,45.0,True,Adaptive_2RC_EKF,,,US06,0.0020313766875928473,False,0.001
FUDS,45.0,True,Adaptive_2RC_EKF,,,CV_MEAN,0.002026689791602204,False,0.001
FUDS,45.0,False,Adaptive_2RC_EKF,,,DST,0.002305277300612345,False,0.01
FUDS,45.0,False,Adaptive_2RC_EKF,,,US06,0.0021376363979866073,False,0.01
FUDS,45.0,False,Adaptive_2RC_EKF,,,CV_MEAN,0.0022214568492994764,False,0.01
FUDS,45.0,False,Adaptive_2RC_EKF,,,DST,0.0031075775376771366,False,0.05
FUDS,45.0,False,Adaptive_2RC_EKF,,,US06,0.0023268328043238996,False,0.05
FUDS,45.0,False,Adaptive_2RC_EKF,,,CV_MEAN,0.002717205171000518,False,0.05
