model,precision,window_index,repeat_index,cycles,clock_hz
nmc_t6plain_fuds_s0,fp32,35,15,47700395,250000000
nmc_t6plain_fuds_s0,fp32,36,0,47694845,250000000
nmc_t6plain_fuds_s0,fp32,36,1,47694792,250000000
nmc_t6plain_fuds_s0,fp32,36,2,47694792,250000000
nmc_t6plain_fuds_s0,fp32,36,3,47694792,250000000
nmc_t6plain_fuds_s0,fp32,36,4,47694792,250000000
nmc_t6plain_fuds_s0,fp32,36,5,47694792,250000000
nmc_t6plain_fuds_s0,fp32,36,6,47694792,250000000
nmc_t6plain_fuds_s0,fp32,36,7,47694792,250000000
nmc_t6plain_fuds_s0,fp32,36,8,47694792,250000000
nmc_t6plain_fuds_s0,fp32,36,9,47694792,250000000
nmc_t6plain_fuds_s0,fp32,36,10,47694792,250000000
nmc_t6plain_fuds_s0,fp32,36,11,47694792,250000000
nmc_t6plain_fuds_s0,fp32,36,12,47694792,250000000
nmc_t6plain_fuds_s0,fp32,36,13,47694792,250000000
nmc_t6plain_fuds_s0,fp32,36,14,47694792,250000000
nmc_t6plain_fuds_s0,fp32,36,15,47694792,250000000
nmc_t6plain_fuds_s0,fp32,37,0,47689216,250000000
nmc_t6plain_fuds_s0,fp32,37,1,47689161,250000000
nmc_t6plain_fuds_s0,fp32,37,2,47689161,250000000
nmc_t6plain_fuds_s0,fp32,37,3,47689161,250000000
nmc_t6plain_fuds_s0,fp32,37,4,47689161,250000000
nmc_t6plain_fuds_s0,fp32,37,5,47689161,250000000
nmc_t6plain_fuds_s0,fp32,37,6,47689161,250000000
nmc_t6plain_fuds_s0,fp32,37,7,47689161,250000000
nmc_t6plain_fuds_s0,fp32,37,8,47689161,250000000
nmc_t6plain_fuds_s0,fp32,37,9,47689161,250000000
nmc_t6plain_fuds_s0,fp32,37,10,47689161,250000000
nmc_t6plain_fuds_s0,fp32,37,11,47689161,250000000
nmc_t6plain_fuds_s0,fp32,37,12,47689161,250000000
nmc_t6plain_fuds_s0,fp32,37,13,47689161,250000000
nmc_t6plain_fuds_s0,fp32,37,14,47689161,250000000
nmc_t6plain_fuds_s0,fp32,37,15,47689161,250000000
nmc_t6plain_fuds_s0,fp32,38,0,47698865,250000000
nmc_t6plain_fuds_s0,fp32,38,1,47698817,250000000
nmc_t6plain_fuds_s0,fp32,38,2,47698817,250000000
nmc_t6plain_fuds_s0,fp32,38,3,47698817,250000000
nmc_t6plain_fuds_s0,fp32,38,4,47698817,250000000
nmc_t6plain_fuds_s0,fp32,38,5,47698817,250000000
nmc_t6plain_fuds_s0,fp32,38,6,47698817,250000000
nmc_t6plain_fuds_s0,fp32,38,7,47698817,250000000
nmc_t6plain_fuds_s0,fp32,38,8,47698817,250000000
nmc_t6plain_fuds_s0,fp32,38,9,47698817,250000000
nmc_t6plain_fuds_s0,fp32,38,10,47698817,250000000
nmc_t6plain_fuds_s0,fp32,38,11,47698817,250000000
nmc_t6plain_fuds_s0,fp32,38,12,47698817,250000000
nmc_t6plain_fuds_s0,fp32,38,13,47698817,250000000
nmc_t6plain_fuds_s0,fp32,38,14,47698817,250000000
nmc_t6plain_fuds_s0,fp32,38,15,47698817,250000000
nmc_t6plain_fuds_s0,fp32,39,0,47706876,250000000
nmc_t6plain_fuds_s0,fp32,39,1,47706830,250000000
nmc_t6plain_fuds_s0,fp32,39,2,47706830,250000000
nmc_t6plain_fuds_s0,fp32,39,3,47706830,250000000
nmc_t6plain_fuds_s0,fp32,39,4,47706830,250000000
nmc_t6plain_fuds_s0,fp32,39,5,47706830,250000000
nmc_t6plain_fuds_s0,fp32,39,6,47706830,250000000
nmc_t6plain_fuds_s0,fp32,39,7,47706830,250000000
nmc_t6plain_fuds_s0,fp32,39,8,47706830,250000000
nmc_t6plain_fuds_s0,fp32,39,9,47706830,250000000
nmc_t6plain_fuds_s0,fp32,39,10,47706830,250000000
nmc_t6plain_fuds_s0,fp32,39,11,47706830,250000000
nmc_t6plain_fuds_s0,fp32,39,12,47706830,250000000
nmc_t6plain_fuds_s0,fp32,39,13,47706830,250000000
nmc_t6plain_fuds_s0,fp32,39,14,47706830,250000000
nmc_t6plain_fuds_s0,fp32,39,15,47706830,250000000
nmc_t6plain_fuds_s0,fp32,40,0,47697953,250000000
nmc_t6plain_fuds_s0,fp32,40,1,47697907,250000000
nmc_t6plain_fuds_s0,fp32,40,2,47697907,250000000
nmc_t6plain_fuds_s0,fp32,40,3,47697907,250000000
nmc_t6plain_fuds_s0,fp32,40,4,47697907,250000000
nmc_t6plain_fuds_s0,fp32,40,5,47697907,250000000
nmc_t6plain_fuds_s0,fp32,40,6,47697907,250000000
nmc_t6plain_fuds_s0,fp32,40,7,47697907,250000000
nmc_t6plain_fuds_s0,fp32,40,8,47697907,250000000
nmc_t6plain_fuds_s0,fp32,40,9,47697907,250000000
nmc_t6plain_fuds_s0,fp32,40,10,47697907,250000000
nmc_t6plain_fuds_s0,fp32,40,11,47697907,250000000
nmc_t6plain_fuds_s0,fp32,40,12,47697907,250000000
nmc_t6plain_fuds_s0,fp32,40,13,47697907,250000000
nmc_t6plain_fuds_s0,fp32,40,14,47697907,250000000
nmc_t6plain_fuds_s0,fp32,40,15,47697907,250000000
nmc_t6plain_fuds_s0,fp32,41,0,47695130,250000000
nmc_t6plain_fuds_s0,fp32,41,1,47695084,250000000
nmc_t6plain_fuds_s0,fp32,41,2,47695084,250000000
nmc_t6plain_fuds_s0,fp32,41,3,47695084,250000000
nmc_t6plain_fuds_s0,fp32,41,4,47695084,250000000
nmc_t6plain_fuds_s0,fp32,41,5,47695084,250000000
nmc_t6plain_fuds_s0,fp32,41,6,47695084,250000000
nmc_t6plain_fuds_s0,fp32,41,7,47695084,250000000
nmc_t6plain_fuds_s0,fp32,41,8,47695084,250000000
nmc_t6plain_fuds_s0,fp32,41,9,47695084,250000000
nmc_t6plain_fuds_s0,fp32,41,10,47695084,250000000
nmc_t6plain_fuds_s0,fp32,41,11,47695084,250000000
nmc_t6plain_fuds_s0,fp32,41,12,47695084,250000000
nmc_t6plain_fuds_s0,fp32,41,13,47695084,250000000
nmc_t6plain_fuds_s0,fp32,41,14,47695084,250000000
nmc_t6plain_fuds_s0,fp32,41,15,47695084,250000000
nmc_t6plain_fuds_s0,fp32,42,0,47616709,250000000
nmc_t6plain_fuds_s0,fp32,42,1,47616661,250000000
nmc_t6plain_fuds_s0,fp32,42,2,47616661,250000000
nmc_t6plain_fuds_s0,fp32,42,3,47616661,250000000
nmc_t6plain_fuds_s0,fp32,42,4,47616661,250000000
nmc_t6plain_fuds_s0,fp32,42,5,47616661,250000000
nmc_t6plain_fuds_s0,fp32,42,6,47616661,250000000
nmc_t6plain_fuds_s0,fp32,42,7,47616661,250000000
nmc_t6plain_fuds_s0,fp32,42,8,47616661,250000000
nmc_t6plain_fuds_s0,fp32,42,9,47616661,250000000
nmc_t6plain_fuds_s0,fp32,42,10,47616661,250000000
nmc_t6plain_fuds_s0,fp32,42,11,47616661,250000000
nmc_t6plain_fuds_s0,fp32,42,12,47616661,250000000
nmc_t6plain_fuds_s0,fp32,42,13,47616661,250000000
nmc_t6plain_fuds_s0,fp32,42,14,47616661,250000000
nmc_t6plain_fuds_s0,fp32,42,15,47616661,250000000
nmc_t6plain_fuds_s0,fp32,43,0,47592807,250000000
nmc_t6plain_fuds_s0,fp32,43,1,47592759,250000000
nmc_t6plain_fuds_s0,fp32,43,2,47592759,250000000
nmc_t6plain_fuds_s0,fp32,43,3,47592759,250000000
nmc_t6plain_fuds_s0,fp32,43,4,47592759,250000000
nmc_t6plain_fuds_s0,fp32,43,5,47592759,250000000
nmc_t6plain_fuds_s0,fp32,43,6,47592759,250000000
nmc_t6plain_fuds_s0,fp32,43,7,47592759,250000000
nmc_t6plain_fuds_s0,fp32,43,8,47592759,250000000
nmc_t6plain_fuds_s0,fp32,43,9,47592759,250000000
nmc_t6plain_fuds_s0,fp32,43,10,47592759,250000000
nmc_t6plain_fuds_s0,fp32,43,11,47592759,250000000
nmc_t6plain_fuds_s0,fp32,43,12,47592759,250000000
nmc_t6plain_fuds_s0,fp32,43,13,47592759,250000000
nmc_t6plain_fuds_s0,fp32,43,14,47592759,250000000
nmc_t6plain_fuds_s0,fp32,43,15,47592759,250000000
nmc_t6plain_fuds_s0,fp32,44,0,47629585,250000000
nmc_t6plain_fuds_s0,fp32,44,1,47629539,250000000
nmc_t6plain_fuds_s0,fp32,44,2,47629539,250000000
nmc_t6plain_fuds_s0,fp32,44,3,47629539,250000000
nmc_t6plain_fuds_s0,fp32,44,4,47629539,250000000
nmc_t6plain_fuds_s0,fp32,44,5,47629539,250000000
nmc_t6plain_fuds_s0,fp32,44,6,47629539,250000000
nmc_t6plain_fuds_s0,fp32,44,7,47629539,250000000
nmc_t6plain_fuds_s0,fp32,44,8,47629539,250000000
nmc_t6plain_fuds_s0,fp32,44,9,47629539,250000000
nmc_t6plain_fuds_s0,fp32,44,10,47629539,250000000
nmc_t6plain_fuds_s0,fp32,44,11,47629539,250000000
nmc_t6plain_fuds_s0,fp32,44,12,47629539,250000000
nmc_t6plain_fuds_s0,fp32,44,13,47629539,250000000
nmc_t6plain_fuds_s0,fp32,44,14,47629539,250000000
nmc_t6plain_fuds_s0,fp32,44,15,47629539,250000000
nmc_t6plain_fuds_s0,fp32,45,0,47643422,250000000
nmc_t6plain_fuds_s0,fp32,45,1,47643374,250000000
nmc_t6plain_fuds_s0,fp32,45,2,47643374,250000000
nmc_t6plain_fuds_s0,fp32,45,3,47643374,250000000
nmc_t6plain_fuds_s0,fp32,45,4,47643374,250000000
nmc_t6plain_fuds_s0,fp32,45,5,47643374,250000000
nmc_t6plain_fuds_s0,fp32,45,6,47643374,250000000
nmc_t6plain_fuds_s0,fp32,45,7,47643374,250000000
nmc_t6plain_fuds_s0,fp32,45,8,47643374,250000000
nmc_t6plain_fuds_s0,fp32,45,9,47643374,250000000
nmc_t6plain_fuds_s0,fp32,45,10,47643374,250000000
nmc_t6plain_fuds_s0,fp32,45,11,47643374,250000000
nmc_t6plain_fuds_s0,fp32,45,12,47643374,250000000
nmc_t6plain_fuds_s0,fp32,45,13,47643374,250000000
nmc_t6plain_fuds_s0,fp32,45,14,47643374,250000000
nmc_t6plain_fuds_s0,fp32,45,15,47643374,250000000
nmc_t6plain_fuds_s0,fp32,46,0,47652980,250000000
nmc_t6plain_fuds_s0,fp32,46,1,47652927,250000000
nmc_t6plain_fuds_s0,fp32,46,2,47652927,250000000
nmc_t6plain_fuds_s0,fp32,46,3,47652927,250000000
nmc_t6plain_fuds_s0,fp32,46,4,47652927,250000000
nmc_t6plain_fuds_s0,fp32,46,5,47652927,250000000
nmc_t6plain_fuds_s0,fp32,46,6,47652927,250000000
nmc_t6plain_fuds_s0,fp32,46,7,47652927,250000000
nmc_t6plain_fuds_s0,fp32,46,8,47652927,250000000
nmc_t6plain_fuds_s0,fp32,46,9,47652927,250000000
nmc_t6plain_fuds_s0,fp32,46,10,47652927,250000000
nmc_t6plain_fuds_s0,fp32,46,11,47652927,250000000
nmc_t6plain_fuds_s0,fp32,46,12,47652927,250000000
nmc_t6plain_fuds_s0,fp32,46,13,47652927,250000000
nmc_t6plain_fuds_s0,fp32,46,14,47652927,250000000
nmc_t6plain_fuds_s0,fp32,46,15,47652927,250000000
nmc_t6plain_fuds_s0,fp32,47,0,47674956,250000000
nmc_t6plain_fuds_s0,fp32,47,1,47674903,250000000
nmc_t6plain_fuds_s0,fp32,47,2,47674903,250000000
nmc_t6plain_fuds_s0,fp32,47,3,47674903,250000000
nmc_t6plain_fuds_s0,fp32,47,4,47674903,250000000
nmc_t6plain_fuds_s0,fp32,47,5,47674903,250000000
nmc_t6plain_fuds_s0,fp32,47,6,47674903,250000000
nmc_t6plain_fuds_s0,fp32,47,7,47674903,250000000
nmc_t6plain_fuds_s0,fp32,47,8,47674903,250000000
nmc_t6plain_fuds_s0,fp32,47,9,47674903,250000000
nmc_t6plain_fuds_s0,fp32,47,10,47674903,250000000
nmc_t6plain_fuds_s0,fp32,47,11,47674903,250000000
nmc_t6plain_fuds_s0,fp32,47,12,47674903,250000000
nmc_t6plain_fuds_s0,fp32,47,13,47674903,250000000
nmc_t6plain_fuds_s0,fp32,47,14,47674903,250000000
nmc_t6plain_fuds_s0,fp32,47,15,47674903,250000000
nmc_t6plain_fuds_s0,fp32,48,0,47665803,250000000
nmc_t6plain_fuds_s0,fp32,48,1,47665748,250000000
nmc_t6plain_fuds_s0,fp32,48,2,47665748,250000000
nmc_t6plain_fuds_s0,fp32,48,3,47665748,250000000
nmc_t6plain_fuds_s0,fp32,48,4,47665748,250000000
nmc_t6plain_fuds_s0,fp32,48,5,47665748,250000000
nmc_t6plain_fuds_s0,fp32,48,6,47665748,250000000
nmc_t6plain_fuds_s0,fp32,48,7,47665748,250000000
nmc_t6plain_fuds_s0,fp32,48,8,47665748,250000000
nmc_t6plain_fuds_s0,fp32,48,9,47665748,250000000
nmc_t6plain_fuds_s0,fp32,48,10,47665748,250000000
nmc_t6plain_fuds_s0,fp32,48,11,47665748,250000000
nmc_t6plain_fuds_s0,fp32,48,12,47665748,250000000
nmc_t6plain_fuds_s0,fp32,48,13,47665748,250000000
nmc_t6plain_fuds_s0,fp32,48,14,47665748,250000000
nmc_t6plain_fuds_s0,fp32,48,15,47665748,250000000
nmc_t6plain_fuds_s0,fp32,49,0,47704273,250000000
nmc_t6plain_fuds_s0,fp32,49,1,47704220,250000000
nmc_t6plain_fuds_s0,fp32,49,2,47704220,250000000
nmc_t6plain_fuds_s0,fp32,49,3,47704220,250000000
nmc_t6plain_fuds_s0,fp32,49,4,47704220,250000000
nmc_t6plain_fuds_s0,fp32,49,5,47704220,250000000
nmc_t6plain_fuds_s0,fp32,49,6,47704220,250000000
nmc_t6plain_fuds_s0,fp32,49,7,47704220,250000000
nmc_t6plain_fuds_s0,fp32,49,8,47704220,250000000
nmc_t6plain_fuds_s0,fp32,49,9,47704220,250000000
nmc_t6plain_fuds_s0,fp32,49,10,47704220,250000000
nmc_t6plain_fuds_s0,fp32,49,11,47704220,250000000
nmc_t6plain_fuds_s0,fp32,49,12,47704220,250000000
nmc_t6plain_fuds_s0,fp32,49,13,47704220,250000000
nmc_t6plain_fuds_s0,fp32,49,14,47704220,250000000
nmc_t6plain_fuds_s0,fp32,49,15,47704220,250000000
nmc_t6plain_fuds_s0,fp32,50,0,47700565,250000000
nmc_t6plain_fuds_s0,fp32,50,1,47700510,250000000
nmc_t6plain_fuds_s0,fp32,50,2,47700510,250000000
nmc_t6plain_fuds_s0,fp32,50,3,47700510,250000000
nmc_t6plain_fuds_s0,fp32,50,4,47700510,250000000
nmc_t6plain_fuds_s0,fp32,50,5,47700510,250000000
nmc_t6plain_fuds_s0,fp32,50,6,47700510,250000000
nmc_t6plain_fuds_s0,fp32,50,7,47700510,250000000
nmc_t6plain_fuds_s0,fp32,50,8,47700510,250000000
nmc_t6plain_fuds_s0,fp32,50,9,47700510,250000000
nmc_t6plain_fuds_s0,fp32,50,10,47700510,250000000
nmc_t6plain_fuds_s0,fp32,50,11,47700510,250000000
nmc_t6plain_fuds_s0,fp32,50,12,47700510,250000000
nmc_t6plain_fuds_s0,fp32,50,13,47700510,250000000
nmc_t6plain_fuds_s0,fp32,50,14,47700510,250000000
nmc_t6plain_fuds_s0,fp32,50,15,47700510,250000000
nmc_t6plain_fuds_s0,fp32,51,0,47720535,250000000
nmc_t6plain_fuds_s0,fp32,51,1,47720512,250000000
nmc_t6plain_fuds_s0,fp32,51,2,47720512,250000000
nmc_t6plain_fuds_s0,fp32,51,3,47720512,250000000
nmc_t6plain_fuds_s0,fp32,51,4,47720512,250000000
nmc_t6plain_fuds_s0,fp32,51,5,47720512,250000000
nmc_t6plain_fuds_s0,fp32,51,6,47720512,250000000
nmc_t6plain_fuds_s0,fp32,51,7,47720512,250000000
nmc_t6plain_fuds_s0,fp32,51,8,47720512,250000000
nmc_t6plain_fuds_s0,fp32,51,9,47720512,250000000
nmc_t6plain_fuds_s0,fp32,51,10,47720512,250000000
nmc_t6plain_fuds_s0,fp32,51,11,47720512,250000000
nmc_t6plain_fuds_s0,fp32,51,12,47720512,250000000
nmc_t6plain_fuds_s0,fp32,51,13,47720512,250000000
nmc_t6plain_fuds_s0,fp32,51,14,47720512,250000000
nmc_t6plain_fuds_s0,fp32,51,15,47720512,250000000
nmc_t6plain_fuds_s0,fp32,52,0,47696771,250000000
nmc_t6plain_fuds_s0,fp32,52,1,47696746,250000000
nmc_t6plain_fuds_s0,fp32,52,2,47696746,250000000
nmc_t6plain_fuds_s0,fp32,52,3,47696746,250000000
nmc_t6plain_fuds_s0,fp32,52,4,47696746,250000000
nmc_t6plain_fuds_s0,fp32,52,5,47696746,250000000
nmc_t6plain_fuds_s0,fp32,52,6,47696746,250000000
nmc_t6plain_fuds_s0,fp32,52,7,47696746,250000000
nmc_t6plain_fuds_s0,fp32,52,8,47696746,250000000
nmc_t6plain_fuds_s0,fp32,52,9,47696746,250000000
nmc_t6plain_fuds_s0,fp32,52,10,47696746,250000000
nmc_t6plain_fuds_s0,fp32,52,11,47696746,250000000
nmc_t6plain_fuds_s0,fp32,52,12,47696746,250000000
nmc_t6plain_fuds_s0,fp32,52,13,47696746,250000000
nmc_t6plain_fuds_s0,fp32,52,14,47696746,250000000
nmc_t6plain_fuds_s0,fp32,52,15,47696746,250000000
nmc_t6plain_fuds_s0,fp32,53,0,47690650,250000000
nmc_t6plain_fuds_s0,fp32,53,1,47690595,250000000
nmc_t6plain_fuds_s0,fp32,53,2,47690595,250000000
nmc_t6plain_fuds_s0,fp32,53,3,47690595,250000000
nmc_t6plain_fuds_s0,fp32,53,4,47690595,250000000
nmc_t6plain_fuds_s0,fp32,53,5,47690595,250000000
nmc_t6plain_fuds_s0,fp32,53,6,47690595,250000000
nmc_t6plain_fuds_s0,fp32,53,7,47690595,250000000
nmc_t6plain_fuds_s0,fp32,53,8,47690595,250000000
nmc_t6plain_fuds_s0,fp32,53,9,47690595,250000000
nmc_t6plain_fuds_s0,fp32,53,10,47690595,250000000
nmc_t6plain_fuds_s0,fp32,53,11,47690595,250000000
nmc_t6plain_fuds_s0,fp32,53,12,47690595,250000000
nmc_t6plain_fuds_s0,fp32,53,13,47690595,250000000
nmc_t6plain_fuds_s0,fp32,53,14,47690595,250000000
nmc_t6plain_fuds_s0,fp32,53,15,47690595,250000000
nmc_t6plain_fuds_s0,fp32,54,0,47679712,250000000
nmc_t6plain_fuds_s0,fp32,54,1,47679657,250000000
nmc_t6plain_fuds_s0,fp32,54,2,47679657,250000000
nmc_t6plain_fuds_s0,fp32,54,3,47679657,250000000
nmc_t6plain_fuds_s0,fp32,54,4,47679657,250000000
nmc_t6plain_fuds_s0,fp32,54,5,47679657,250000000
nmc_t6plain_fuds_s0,fp32,54,6,47679657,250000000
nmc_t6plain_fuds_s0,fp32,54,7,47679657,250000000
nmc_t6plain_fuds_s0,fp32,54,8,47679657,250000000
nmc_t6plain_fuds_s0,fp32,54,9,47679657,250000000
nmc_t6plain_fuds_s0,fp32,54,10,47679657,250000000
nmc_t6plain_fuds_s0,fp32,54,11,47679657,250000000
nmc_t6plain_fuds_s0,fp32,54,12,47679657,250000000
nmc_t6plain_fuds_s0,fp32,54,13,47679657,250000000
nmc_t6plain_fuds_s0,fp32,54,14,47679657,250000000
nmc_t6plain_fuds_s0,fp32,54,15,47679657,250000000
nmc_t6plain_fuds_s0,fp32,55,0,47644116,250000000
nmc_t6plain_fuds_s0,fp32,55,1,47644061,250000000
nmc_t6plain_fuds_s0,fp32,55,2,47644061,250000000
nmc_t6plain_fuds_s0,fp32,55,3,47644061,250000000
nmc_t6plain_fuds_s0,fp32,55,4,47644061,250000000
nmc_t6plain_fuds_s0,fp32,55,5,47644061,250000000
nmc_t6plain_fuds_s0,fp32,55,6,47644061,250000000
nmc_t6plain_fuds_s0,fp32,55,7,47644061,250000000
nmc_t6plain_fuds_s0,fp32,55,8,47644061,250000000
nmc_t6plain_fuds_s0,fp32,55,9,47644061,250000000
nmc_t6plain_fuds_s0,fp32,55,10,47644061,250000000
nmc_t6plain_fuds_s0,fp32,55,11,47644061,250000000
nmc_t6plain_fuds_s0,fp32,55,12,47644061,250000000
nmc_t6plain_fuds_s0,fp32,55,13,47644061,250000000
nmc_t6plain_fuds_s0,fp32,55,14,47644061,250000000
nmc_t6plain_fuds_s0,fp32,55,15,47644061,250000000
nmc_t6plain_fuds_s0,fp32,56,0,47661137,250000000
nmc_t6plain_fuds_s0,fp32,56,1,47661082,250000000
nmc_t6plain_fuds_s0,fp32,56,2,47661082,250000000
nmc_t6plain_fuds_s0,fp32,56,3,47661082,250000000
nmc_t6plain_fuds_s0,fp32,56,4,47661082,250000000
nmc_t6plain_fuds_s0,fp32,56,5,47661082,250000000
nmc_t6plain_fuds_s0,fp32,56,6,47661082,250000000
nmc_t6plain_fuds_s0,fp32,56,7,47661082,250000000
nmc_t6plain_fuds_s0,fp32,56,8,47661082,250000000
nmc_t6plain_fuds_s0,fp32,56,9,47661082,250000000
nmc_t6plain_fuds_s0,fp32,56,10,47661082,250000000
nmc_t6plain_fuds_s0,fp32,56,11,47661082,250000000
nmc_t6plain_fuds_s0,fp32,56,12,47661082,250000000
nmc_t6plain_fuds_s0,fp32,56,13,47661082,250000000
nmc_t6plain_fuds_s0,fp32,56,14,47661082,250000000
nmc_t6plain_fuds_s0,fp32,56,15,47661082,250000000
nmc_t6plain_fuds_s0,fp32,57,0,47657020,250000000
nmc_t6plain_fuds_s0,fp32,57,1,47656965,250000000
nmc_t6plain_fuds_s0,fp32,57,2,47656965,250000000
nmc_t6plain_fuds_s0,fp32,57,3,47656965,250000000
nmc_t6plain_fuds_s0,fp32,57,4,47656965,250000000
nmc_t6plain_fuds_s0,fp32,57,5,47656965,250000000
nmc_t6plain_fuds_s0,fp32,57,6,47656965,250000000
nmc_t6plain_fuds_s0,fp32,57,7,47656965,250000000
nmc_t6plain_fuds_s0,fp32,57,8,47656965,250000000
nmc_t6plain_fuds_s0,fp32,57,9,47656965,250000000
nmc_t6plain_fuds_s0,fp32,57,10,47656965,250000000
nmc_t6plain_fuds_s0,fp32,57,11,47656965,250000000
nmc_t6plain_fuds_s0,fp32,57,12,47656965,250000000
nmc_t6plain_fuds_s0,fp32,57,13,47656965,250000000
nmc_t6plain_fuds_s0,fp32,57,14,47656965,250000000
nmc_t6plain_fuds_s0,fp32,57,15,47656965,250000000
nmc_t6plain_fuds_s0,fp32,58,0,47671182,250000000
nmc_t6plain_fuds_s0,fp32,58,1,47671134,250000000
nmc_t6plain_fuds_s0,fp32,58,2,47671134,250000000
nmc_t6plain_fuds_s0,fp32,58,3,47671134,250000000
nmc_t6plain_fuds_s0,fp32,58,4,47671134,250000000
nmc_t6plain_fuds_s0,fp32,58,5,47671134,250000000
nmc_t6plain_fuds_s0,fp32,58,6,47671134,250000000
nmc_t6plain_fuds_s0,fp32,58,7,47671134,250000000
nmc_t6plain_fuds_s0,fp32,58,8,47671134,250000000
nmc_t6plain_fuds_s0,fp32,58,9,47671134,250000000
nmc_t6plain_fuds_s0,fp32,58,10,47671134,250000000
nmc_t6plain_fuds_s0,fp32,58,11,47671134,250000000
nmc_t6plain_fuds_s0,fp32,58,12,47671134,250000000
nmc_t6plain_fuds_s0,fp32,58,13,47671134,250000000
nmc_t6plain_fuds_s0,fp32,58,14,47671134,250000000
nmc_t6plain_fuds_s0,fp32,58,15,47671134,250000000
nmc_t6plain_fuds_s0,fp32,59,0,47665684,250000000
nmc_t6plain_fuds_s0,fp32,59,1,47665636,250000000
nmc_t6plain_fuds_s0,fp32,59,2,47665636,250000000
nmc_t6plain_fuds_s0,fp32,59,3,47665636,250000000
nmc_t6plain_fuds_s0,fp32,59,4,47665636,250000000
nmc_t6plain_fuds_s0,fp32,59,5,47665636,250000000
nmc_t6plain_fuds_s0,fp32,59,6,47665636,250000000
nmc_t6plain_fuds_s0,fp32,59,7,47665636,250000000
nmc_t6plain_fuds_s0,fp32,59,8,47665636,250000000
nmc_t6plain_fuds_s0,fp32,59,9,47665636,250000000
nmc_t6plain_fuds_s0,fp32,59,10,47665636,250000000
nmc_t6plain_fuds_s0,fp32,59,11,47665636,250000000
nmc_t6plain_fuds_s0,fp32,59,12,47665636,250000000
nmc_t6plain_fuds_s0,fp32,59,13,47665636,250000000
nmc_t6plain_fuds_s0,fp32,59,14,47665636,250000000
nmc_t6plain_fuds_s0,fp32,59,15,47665636,250000000
nmc_t6plain_fuds_s0,fp32,60,0,47655659,250000000
nmc_t6plain_fuds_s0,fp32,60,1,47655613,250000000
nmc_t6plain_fuds_s0,fp32,60,2,47655613,250000000
nmc_t6plain_fuds_s0,fp32,60,3,47655613,250000000
nmc_t6plain_fuds_s0,fp32,60,4,47655613,250000000
nmc_t6plain_fuds_s0,fp32,60,5,47655613,250000000
nmc_t6plain_fuds_s0,fp32,60,6,47655613,250000000
nmc_t6plain_fuds_s0,fp32,60,7,47655613,250000000
nmc_t6plain_fuds_s0,fp32,60,8,47655613,250000000
nmc_t6plain_fuds_s0,fp32,60,9,47655613,250000000
nmc_t6plain_fuds_s0,fp32,60,10,47655613,250000000
nmc_t6plain_fuds_s0,fp32,60,11,47655613,250000000
nmc_t6plain_fuds_s0,fp32,60,12,47655613,250000000
nmc_t6plain_fuds_s0,fp32,60,13,47655613,250000000
nmc_t6plain_fuds_s0,fp32,60,14,47655613,250000000
nmc_t6plain_fuds_s0,fp32,60,15,47655613,250000000
nmc_t6plain_fuds_s0,fp32,61,0,47639340,250000000
nmc_t6plain_fuds_s0,fp32,61,1,47639292,250000000
nmc_t6plain_fuds_s0,fp32,61,2,47639292,250000000
nmc_t6plain_fuds_s0,fp32,61,3,47639292,250000000
nmc_t6plain_fuds_s0,fp32,61,4,47639292,250000000
nmc_t6plain_fuds_s0,fp32,61,5,47639292,250000000
nmc_t6plain_fuds_s0,fp32,61,6,47639292,250000000
nmc_t6plain_fuds_s0,fp32,61,7,47639292,250000000
nmc_t6plain_fuds_s0,fp32,61,8,47639292,250000000
nmc_t6plain_fuds_s0,fp32,61,9,47639292,250000000
nmc_t6plain_fuds_s0,fp32,61,10,47639292,250000000
nmc_t6plain_fuds_s0,fp32,61,11,47639292,250000000
nmc_t6plain_fuds_s0,fp32,61,12,47639292,250000000
nmc_t6plain_fuds_s0,fp32,61,13,47639292,250000000
nmc_t6plain_fuds_s0,fp32,61,14,47639292,250000000
nmc_t6plain_fuds_s0,fp32,61,15,47639292,250000000
nmc_t6plain_fuds_s0,fp32,62,0,47627737,250000000
nmc_t6plain_fuds_s0,fp32,62,1,47627691,250000000
nmc_t6plain_fuds_s0,fp32,62,2,47627691,250000000
nmc_t6plain_fuds_s0,fp32,62,3,47627691,250000000
nmc_t6plain_fuds_s0,fp32,62,4,47627691,250000000
nmc_t6plain_fuds_s0,fp32,62,5,47627691,250000000
nmc_t6plain_fuds_s0,fp32,62,6,47627691,250000000
nmc_t6plain_fuds_s0,fp32,62,7,47627691,250000000
nmc_t6plain_fuds_s0,fp32,62,8,47627691,250000000
nmc_t6plain_fuds_s0,fp32,62,9,47627691,250000000
nmc_t6plain_fuds_s0,fp32,62,10,47627691,250000000
nmc_t6plain_fuds_s0,fp32,62,11,47627691,250000000
nmc_t6plain_fuds_s0,fp32,62,12,47627691,250000000
nmc_t6plain_fuds_s0,fp32,62,13,47627691,250000000
nmc_t6plain_fuds_s0,fp32,62,14,47627691,250000000
nmc_t6plain_fuds_s0,fp32,62,15,47627691,250000000
nmc_t6plain_fuds_s0,fp32,63,0,47506598,250000000
nmc_t6plain_fuds_s0,fp32,63,1,47506552,250000000
nmc_t6plain_fuds_s0,fp32,63,2,47506552,250000000
