model,precision,sample_index,repeat_index,total_cycles,network_cycles,preprocessing_window_cycles,clock_hz
nmc_t6plain_dst_s0,fp32,422,363,47958250,47935175,23075,250000000
nmc_t6plain_dst_s0,fp32,423,364,47958373,47935298,23075,250000000
nmc_t6plain_dst_s0,fp32,424,365,47958363,47935288,23075,250000000
nmc_t6plain_dst_s0,fp32,425,366,47958333,47935259,23074,250000000
nmc_t6plain_dst_s0,fp32,426,367,47958359,47935282,23077,250000000
nmc_t6plain_dst_s0,fp32,427,368,47958307,47935232,23075,250000000
nmc_t6plain_dst_s0,fp32,428,369,47958221,47935147,23074,250000000
nmc_t6plain_dst_s0,fp32,429,370,47958136,47935061,23075,250000000
nmc_t6plain_dst_s0,fp32,430,371,47958053,47934978,23075,250000000
nmc_t6plain_dst_s0,fp32,431,372,47957943,47934868,23075,250000000
nmc_t6plain_dst_s0,fp32,432,373,47957597,47934522,23075,250000000
nmc_t6plain_dst_s0,fp32,433,374,47957455,47934380,23075,250000000
nmc_t6plain_dst_s0,fp32,434,375,47957260,47934183,23077,250000000
nmc_t6plain_dst_s0,fp32,435,376,47956937,47933862,23075,250000000
nmc_t6plain_dst_s0,fp32,436,377,47956855,47933780,23075,250000000
nmc_t6plain_dst_s0,fp32,437,378,47956731,47933649,23082,250000000
nmc_t6plain_dst_s0,fp32,438,379,47956796,47933712,23084,250000000
nmc_t6plain_dst_s0,fp32,439,380,47956685,47933610,23075,250000000
nmc_t6plain_dst_s0,fp32,440,381,47956960,47933885,23075,250000000
nmc_t6plain_dst_s0,fp32,441,382,47956841,47933766,23075,250000000
nmc_t6plain_dst_s0,fp32,442,383,47957274,47934199,23075,250000000
nmc_t6plain_dst_s0,fp32,443,384,47957666,47934591,23075,250000000
nmc_t6plain_dst_s0,fp32,444,385,47957954,47934879,23075,250000000
nmc_t6plain_dst_s0,fp32,445,386,47958313,47935238,23075,250000000
nmc_t6plain_dst_s0,fp32,446,387,47958437,47935362,23075,250000000
nmc_t6plain_dst_s0,fp32,447,388,47958757,47935682,23075,250000000
nmc_t6plain_dst_s0,fp32,448,389,47958797,47935722,23075,250000000
nmc_t6plain_dst_s0,fp32,449,390,47959067,47935992,23075,250000000
nmc_t6plain_dst_s0,fp32,450,391,47959288,47936213,23075,250000000
nmc_t6plain_dst_s0,fp32,451,392,47959677,47936602,23075,250000000
nmc_t6plain_dst_s0,fp32,452,393,47960139,47937064,23075,250000000
nmc_t6plain_dst_s0,fp32,453,394,47960335,47937260,23075,250000000
nmc_t6plain_dst_s0,fp32,454,395,47960363,47937288,23075,250000000
nmc_t6plain_dst_s0,fp32,455,396,47960431,47937356,23075,250000000
nmc_t6plain_dst_s0,fp32,456,397,47960419,47937344,23075,250000000
nmc_t6plain_dst_s0,fp32,457,398,47960344,47937269,23075,250000000
nmc_t6plain_dst_s0,fp32,458,399,47960081,47937006,23075,250000000
nmc_t6plain_dst_s0,fp32,459,400,47959565,47936490,23075,250000000
nmc_t6plain_dst_s0,fp32,460,401,47959452,47936377,23075,250000000
nmc_t6plain_dst_s0,fp32,461,402,47958738,47935663,23075,250000000
nmc_t6plain_dst_s0,fp32,462,403,47958614,47935539,23075,250000000
nmc_t6plain_dst_s0,fp32,463,404,47958500,47935425,23075,250000000
nmc_t6plain_dst_s0,fp32,464,405,47958562,47935487,23075,250000000
nmc_t6plain_dst_s0,fp32,465,406,47958825,47935750,23075,250000000
nmc_t6plain_dst_s0,fp32,466,407,47959088,47936013,23075,250000000
nmc_t6plain_dst_s0,fp32,467,408,47959423,47936348,23075,250000000
nmc_t6plain_dst_s0,fp32,468,409,47959742,47936667,23075,250000000
nmc_t6plain_dst_s0,fp32,469,410,47959959,47936884,23075,250000000
nmc_t6plain_dst_s0,fp32,470,411,47960012,47936937,23075,250000000
nmc_t6plain_dst_s0,fp32,471,412,47960008,47936933,23075,250000000
nmc_t6plain_dst_s0,fp32,472,413,47960025,47936950,23075,250000000
nmc_t6plain_dst_s0,fp32,473,414,47959950,47936875,23075,250000000
nmc_t6plain_dst_s0,fp32,474,415,47960073,47936998,23075,250000000
nmc_t6plain_dst_s0,fp32,475,416,47960068,47936993,23075,250000000
nmc_t6plain_dst_s0,fp32,476,417,47960119,47937044,23075,250000000
nmc_t6plain_dst_s0,fp32,477,418,47959998,47936923,23075,250000000
nmc_t6plain_dst_s0,fp32,478,419,47959896,47936821,23075,250000000
nmc_t6plain_dst_s0,fp32,479,420,47959890,47936815,23075,250000000
nmc_t6plain_dst_s0,fp32,480,421,47960013,47936938,23075,250000000
nmc_t6plain_dst_s0,fp32,481,422,47960063,47936988,23075,250000000
nmc_t6plain_dst_s0,fp32,482,423,47960056,47936981,23075,250000000
nmc_t6plain_dst_s0,fp32,483,424,47960110,47937035,23075,250000000
nmc_t6plain_dst_s0,fp32,484,425,47960378,47937303,23075,250000000
nmc_t6plain_dst_s0,fp32,485,426,47960547,47937472,23075,250000000
nmc_t6plain_dst_s0,fp32,486,427,47960622,47937547,23075,250000000
nmc_t6plain_dst_s0,fp32,487,428,47960630,47937555,23075,250000000
nmc_t6plain_dst_s0,fp32,488,429,47960685,47937610,23075,250000000
nmc_t6plain_dst_s0,fp32,489,430,47960882,47937807,23075,250000000
nmc_t6plain_dst_s0,fp32,490,431,47960952,47937877,23075,250000000
nmc_t6plain_dst_s0,fp32,491,432,47960899,47937824,23075,250000000
nmc_t6plain_dst_s0,fp32,492,433,47960889,47937814,23075,250000000
nmc_t6plain_dst_s0,fp32,493,434,47960923,47937848,23075,250000000
nmc_t6plain_dst_s0,fp32,494,435,47960938,47937863,23075,250000000
nmc_t6plain_dst_s0,fp32,495,436,47960868,47937793,23075,250000000
nmc_t6plain_dst_s0,fp32,496,437,47960853,47937778,23075,250000000
nmc_t6plain_dst_s0,fp32,497,438,47960862,47937787,23075,250000000
nmc_t6plain_dst_s0,fp32,498,439,47960746,47937671,23075,250000000
nmc_t6plain_dst_s0,fp32,499,440,47960637,47937562,23075,250000000
nmc_t6plain_dst_s0,fp32,500,441,47960529,47937454,23075,250000000
nmc_t6plain_dst_s0,fp32,501,442,47960439,47937364,23075,250000000
nmc_t6plain_dst_s0,fp32,502,443,47960431,47937356,23075,250000000
nmc_t6plain_dst_s0,fp32,503,444,47960354,47937279,23075,250000000
nmc_t6plain_dst_s0,fp32,504,445,47960281,47937206,23075,250000000
nmc_t6plain_dst_s0,fp32,505,446,47960032,47936957,23075,250000000
nmc_t6plain_dst_s0,fp32,506,447,47959868,47936793,23075,250000000
nmc_t6plain_dst_s0,fp32,507,448,47959864,47936789,23075,250000000
nmc_t6plain_dst_s0,fp32,508,449,47959723,47936648,23075,250000000
nmc_t6plain_dst_s0,fp32,509,450,47959493,47936418,23075,250000000
nmc_t6plain_dst_s0,fp32,510,451,47959524,47936449,23075,250000000
nmc_t6plain_dst_s0,fp32,511,452,47959428,47936353,23075,250000000
nmc_t6plain_dst_s0,fp32,512,453,47959411,47936336,23075,250000000
nmc_t6plain_dst_s0,fp32,513,454,47959319,47936244,23075,250000000
nmc_t6plain_dst_s0,fp32,514,455,47959256,47936181,23075,250000000
nmc_t6plain_dst_s0,fp32,515,456,47959252,47936177,23075,250000000
nmc_t6plain_dst_s0,fp32,516,457,47959052,47935977,23075,250000000
nmc_t6plain_dst_s0,fp32,517,458,47959169,47936094,23075,250000000
nmc_t6plain_dst_s0,fp32,518,459,47959144,47936069,23075,250000000
nmc_t6plain_dst_s0,fp32,519,460,47959012,47935937,23075,250000000
nmc_t6plain_dst_s0,fp32,520,461,47958989,47935914,23075,250000000
nmc_t6plain_dst_s0,fp32,521,462,47958863,47935788,23075,250000000
nmc_t6plain_dst_s0,fp32,522,463,47958700,47935625,23075,250000000
nmc_t6plain_dst_s0,fp32,523,464,47958723,47935648,23075,250000000
nmc_t6plain_dst_s0,fp32,524,465,47958784,47935702,23082,250000000
nmc_t6plain_dst_s0,fp32,525,466,47958789,47935705,23084,250000000
nmc_t6plain_dst_s0,fp32,526,467,47958913,47935838,23075,250000000
nmc_t6plain_dst_s0,fp32,527,468,47958781,47935699,23082,250000000
nmc_t6plain_dst_s0,fp32,528,469,47958902,47935818,23084,250000000
nmc_t6plain_dst_s0,fp32,529,470,47958877,47935802,23075,250000000
nmc_t6plain_dst_s0,fp32,530,471,47958920,47935845,23075,250000000
nmc_t6plain_dst_s0,fp32,531,472,47958805,47935730,23075,250000000
nmc_t6plain_dst_s0,fp32,532,473,47958773,47935698,23075,250000000
nmc_t6plain_dst_s0,fp32,533,474,47958697,47935622,23075,250000000
nmc_t6plain_dst_s0,fp32,534,475,47958625,47935550,23075,250000000
nmc_t6plain_dst_s0,fp32,535,476,47958569,47935505,23064,250000000
nmc_t6plain_dst_s0,fp32,536,477,47958774,47935710,23064,250000000
nmc_t6plain_dst_s0,fp32,537,478,47958851,47935787,23064,250000000
nmc_t6plain_dst_s0,fp32,538,479,47958952,47935886,23066,250000000
nmc_t6plain_dst_s0,fp32,539,480,47959090,47936026,23064,250000000
nmc_t6plain_dst_s0,fp32,540,481,47959329,47936265,23064,250000000
nmc_t6plain_dst_s0,fp32,541,482,47959605,47936541,23064,250000000
nmc_t6plain_dst_s0,fp32,542,483,47959821,47936757,23064,250000000
nmc_t6plain_dst_s0,fp32,543,484,47959912,47936838,23074,250000000
nmc_t6plain_dst_s0,fp32,544,485,47959896,47936821,23075,250000000
nmc_t6plain_dst_s0,fp32,545,486,47960187,47937112,23075,250000000
nmc_t6plain_dst_s0,fp32,546,487,47960375,47937300,23075,250000000
nmc_t6plain_dst_s0,fp32,547,488,47960677,47937602,23075,250000000
nmc_t6plain_dst_s0,fp32,548,489,47960967,47937892,23075,250000000
nmc_t6plain_dst_s0,fp32,549,490,47961275,47938200,23075,250000000
nmc_t6plain_dst_s0,fp32,550,491,47961682,47938605,23077,250000000
nmc_t6plain_dst_s0,fp32,551,492,47962074,47938999,23075,250000000
nmc_t6plain_dst_s0,fp32,552,493,47962345,47939279,23066,250000000
nmc_t6plain_dst_s0,fp32,553,494,47962814,47939739,23075,250000000
nmc_t6plain_dst_s0,fp32,554,495,47963146,47940071,23075,250000000
nmc_t6plain_dst_s0,fp32,555,496,47963483,47940417,23066,250000000
nmc_t6plain_dst_s0,fp32,556,497,47963765,47940691,23074,250000000
nmc_t6plain_dst_s0,fp32,557,498,47964079,47941004,23075,250000000
nmc_t6plain_dst_s0,fp32,558,499,47964398,47941323,23075,250000000
nmc_t6plain_dst_s0,fp32,559,500,47964512,47941437,23075,250000000
nmc_t6plain_dst_s0,fp32,560,501,47964628,47941553,23075,250000000
nmc_t6plain_dst_s0,fp32,561,502,47964599,47941524,23075,250000000
nmc_t6plain_dst_s0,fp32,562,503,47964744,47941669,23075,250000000
nmc_t6plain_dst_s0,fp32,563,504,47964777,47941702,23075,250000000
nmc_t6plain_dst_s0,fp32,564,505,47964643,47941568,23075,250000000
nmc_t6plain_dst_s0,fp32,565,506,47964818,47941743,23075,250000000
nmc_t6plain_dst_s0,fp32,566,507,47964695,47941620,23075,250000000
nmc_t6plain_dst_s0,fp32,567,508,47964674,47941599,23075,250000000
nmc_t6plain_dst_s0,fp32,568,509,47964973,47941898,23075,250000000
nmc_t6plain_dst_s0,fp32,569,510,47965283,47942208,23075,250000000
nmc_t6plain_dst_s0,fp32,570,511,47965431,47942356,23075,250000000
nmc_t6plain_dst_s0,fp32,571,512,47965355,47942280,23075,250000000
nmc_t6plain_dst_s0,fp32,572,513,47965473,47942398,23075,250000000
nmc_t6plain_dst_s0,fp32,573,514,47965968,47942893,23075,250000000
nmc_t6plain_dst_s0,fp32,574,515,47966233,47943158,23075,250000000
nmc_t6plain_dst_s0,fp32,575,516,47966390,47943315,23075,250000000
nmc_t6plain_dst_s0,fp32,576,517,47966380,47943305,23075,250000000
nmc_t6plain_dst_s0,fp32,577,518,47966302,47943227,23075,250000000
nmc_t6plain_dst_s0,fp32,578,519,47966290,47943215,23075,250000000
nmc_t6plain_dst_s0,fp32,579,520,47966320,47943245,23075,250000000
nmc_t6plain_dst_s0,fp32,580,521,47966494,47943419,23075,250000000
nmc_t6plain_dst_s0,fp32,581,522,47966209,47943134,23075,250000000
nmc_t6plain_dst_s0,fp32,582,523,47966005,47942930,23075,250000000
nmc_t6plain_dst_s0,fp32,583,524,47965358,47942283,23075,250000000
nmc_t6plain_dst_s0,fp32,584,525,47964666,47941591,23075,250000000
nmc_t6plain_dst_s0,fp32,585,526,47964688,47941613,23075,250000000
nmc_t6plain_dst_s0,fp32,586,527,47964813,47941738,23075,250000000
nmc_t6plain_dst_s0,fp32,587,528,47964655,47941580,23075,250000000
nmc_t6plain_dst_s0,fp32,588,529,47964527,47941452,23075,250000000
nmc_t6plain_dst_s0,fp32,589,530,47964290,47941215,23075,250000000
nmc_t6plain_dst_s0,fp32,590,531,47964392,47941317,23075,250000000
nmc_t6plain_dst_s0,fp32,591,532,47964380,47941305,23075,250000000
nmc_t6plain_dst_s0,fp32,592,533,47964137,47941062,23075,250000000
nmc_t6plain_dst_s0,fp32,593,534,47963956,47940881,23075,250000000
nmc_t6plain_dst_s0,fp32,594,535,47963397,47940315,23082,250000000
nmc_t6plain_dst_s0,fp32,595,536,47962586,47939504,23082,250000000
nmc_t6plain_dst_s0,fp32,596,537,47962055,47938980,23075,250000000
nmc_t6plain_dst_s0,fp32,597,538,47961268,47938193,23075,250000000
nmc_t6plain_dst_s0,fp32,598,539,47960451,47937376,23075,250000000
nmc_t6plain_dst_s0,fp32,599,540,47959506,47936424,23082,250000000
nmc_t6plain_dst_s0,fp32,600,541,47958720,47935645,23075,250000000
nmc_t6plain_dst_s0,fp32,601,542,47957769,47934694,23075,250000000
nmc_t6plain_dst_s0,fp32,602,543,47956678,47933597,23081,250000000
nmc_t6plain_dst_s0,fp32,603,544,47955946,47932863,23083,250000000
nmc_t6plain_dst_s0,fp32,604,545,47955174,47932093,23081,250000000
nmc_t6plain_dst_s0,fp32,605,546,47954378,47931304,23074,250000000
nmc_t6plain_dst_s0,fp32,606,547,47953664,47930590,23074,250000000
nmc_t6plain_dst_s0,fp32,607,548,47953304,47930230,23074,250000000
nmc_t6plain_dst_s0,fp32,608,549,47952762,47929688,23074,250000000
nmc_t6plain_dst_s0,fp32,609,550,47952252,47929178,23074,250000000
nmc_t6plain_dst_s0,fp32,610,551,47951673,47928599,23074,250000000
nmc_t6plain_dst_s0,fp32,611,552,47951292,47928218,23074,250000000
nmc_t6plain_dst_s0,fp32,612,553,47950768,47927694,23074,250000000
nmc_t6plain_dst_s0,fp32,613,554,47950291,47927217,23074,250000000
nmc_t6plain_dst_s0,fp32,614,555,47949771,47926697,23074,250000000
nmc_t6plain_dst_s0,fp32,615,556,47949346,47926272,23074,250000000
nmc_t6plain_dst_s0,fp32,616,557,47948943,47925869,23074,250000000
nmc_t6plain_dst_s0,fp32,617,558,47948608,47925534,23074,250000000
nmc_t6plain_dst_s0,fp32,618,559,47948060,47924986,23074,250000000
nmc_t6plain_dst_s0,fp32,619,560,47947636,47924562,23074,250000000
nmc_t6plain_dst_s0,fp32,620,561,47947134,47924060,23074,250000000
nmc_t6plain_dst_s0,fp32,621,562,47946880,47923806,23074,250000000
nmc_t6plain_dst_s0,fp32,622,563,47946596,47923522,23074,250000000
nmc_t6plain_dst_s0,fp32,623,564,47946232,47923158,23074,250000000
nmc_t6plain_dst_s0,fp32,624,565,47945962,47922888,23074,250000000
nmc_t6plain_dst_s0,fp32,625,566,47945335,47922261,23074,250000000
nmc_t6plain_dst_s0,fp32,626,567,47945112,47922048,23064,250000000
nmc_t6plain_dst_s0,fp32,627,568,47944817,47921753,23064,250000000
nmc_t6plain_dst_s0,fp32,628,569,47944710,47921646,23064,250000000
nmc_t6plain_dst_s0,fp32,629,570,47944552,47921488,23064,250000000
nmc_t6plain_dst_s0,fp32,630,571,47944401,47921337,23064,250000000
nmc_t6plain_dst_s0,fp32,631,572,47944168,47921104,23064,250000000
nmc_t6plain_dst_s0,fp32,632,573,47943964,47920900,23064,250000000
nmc_t6plain_dst_s0,fp32,633,574,47944146,47921082,23064,250000000
nmc_t6plain_dst_s0,fp32,634,575,47944299,47921224,23075,250000000
nmc_t6plain_dst_s0,fp32,635,576,47944452,47921377,23075,250000000
nmc_t6plain_dst_s0,fp32,636,577,47944765,47921690,23075,250000000
nmc_t6plain_dst_s0,fp32,637,578,47944865,47921790,23075,250000000
nmc_t6plain_dst_s0,fp32,638,579,47944962,47921887,23075,250000000
nmc_t6plain_dst_s0,fp32,639,580,47944939,47921864,23075,250000000
nmc_t6plain_dst_s0,fp32,640,581,47945088,47922022,23066,250000000
nmc_t6plain_dst_s0,fp32,641,582,47945646,47922571,23075,250000000
nmc_t6plain_dst_s0,fp32,642,583,47946260,47923185,23075,250000000
nmc_t6plain_dst_s0,fp32,643,584,47946296,47923221,23075,250000000
nmc_t6plain_dst_s0,fp32,644,585,47947204,47924129,23075,250000000
nmc_t6plain_dst_s0,fp32,645,586,47947750,47924675,23075,250000000
nmc_t6plain_dst_s0,fp32,646,587,47948296,47925221,23075,250000000
nmc_t6plain_dst_s0,fp32,647,588,47949221,47926146,23075,250000000
nmc_t6plain_dst_s0,fp32,648,589,47949779,47926704,23075,250000000
nmc_t6plain_dst_s0,fp32,649,590,47950313,47927238,23075,250000000
nmc_t6plain_dst_s0,fp32,650,591,47951256,47928181,23075,250000000
nmc_t6plain_dst_s0,fp32,651,592,47952383,47929308,23075,250000000
nmc_t6plain_dst_s0,fp32,652,593,47952553,47929478,23075,250000000
nmc_t6plain_dst_s0,fp32,653,594,47953180,47930105,23075,250000000
nmc_t6plain_dst_s0,fp32,654,595,47953826,47930751,23075,250000000
nmc_t6plain_dst_s0,fp32,655,596,47954366,47931291,23075,250000000
nmc_t6plain_dst_s0,fp32,656,597,47954672,47931597,23075,250000000
nmc_t6plain_dst_s0,fp32,657,598,47955122,47932047,23075,250000000
nmc_t6plain_dst_s0,fp32,658,599,47955462,47932387,23075,250000000
nmc_t6plain_dst_s0,fp32,659,600,47955770,47932695,23075,250000000
nmc_t6plain_dst_s0,fp32,660,601,47956296,47933221,23075,250000000
nmc_t6plain_dst_s0,fp32,661,602,47956647,47933572,23075,250000000
nmc_t6plain_dst_s0,fp32,662,603,47957055,47933980,23075,250000000
nmc_t6plain_dst_s0,fp32,663,604,47957233,47934158,23075,250000000
nmc_t6plain_dst_s0,fp32,664,605,47957373,47934298,23075,250000000
nmc_t6plain_dst_s0,fp32,665,606,47957574,47934494,23080,250000000
nmc_t6plain_dst_s0,fp32,666,607,47957734,47934649,23085,250000000
nmc_t6plain_dst_s0,fp32,667,608,47957854,47934774,23080,250000000
nmc_t6plain_dst_s0,fp32,668,609,47957825,47934745,23080,250000000
nmc_t6plain_dst_s0,fp32,669,610,47957862,47934782,23080,250000000
nmc_t6plain_dst_s0,fp32,670,611,47957620,47934540,23080,250000000
nmc_t6plain_dst_s0,fp32,671,612,47957343,47934263,23080,250000000
nmc_t6plain_dst_s0,fp32,672,613,47957138,47934058,23080,250000000
nmc_t6plain_dst_s0,fp32,673,614,47956872,47933798,23074,250000000
nmc_t6plain_dst_s0,fp32,674,615,47957299,47934224,23075,250000000
nmc_t6plain_dst_s0,fp32,675,616,47957616,47934541,23075,250000000
nmc_t6plain_dst_s0,fp32,676,617,47957330,47934255,23075,250000000
nmc_t6plain_dst_s0,fp32,677,618,47957261,47934195,23066,250000000
nmc_t6plain_dst_s0,fp32,678,619,47956990,47933915,23075,250000000
nmc_t6plain_dst_s0,fp32,679,620,47957184,47934109,23075,250000000
nmc_t6plain_dst_s0,fp32,680,621,47957456,47934381,23075,250000000
nmc_t6plain_dst_s0,fp32,681,622,47957608,47934542,23066,250000000
nmc_t6plain_dst_s0,fp32,682,623,47958152,47935077,23075,250000000
nmc_t6plain_dst_s0,fp32,683,624,47958228,47935153,23075,250000000
nmc_t6plain_dst_s0,fp32,684,625,47958201,47935124,23077,250000000
nmc_t6plain_dst_s0,fp32,685,626,47958197,47935123,23074,250000000
nmc_t6plain_dst_s0,fp32,686,627,47958187,47935112,23075,250000000
nmc_t6plain_dst_s0,fp32,687,628,47958233,47935158,23075,250000000
nmc_t6plain_dst_s0,fp32,688,629,47958670,47935593,23077,250000000
nmc_t6plain_dst_s0,fp32,689,630,47958992,47935917,23075,250000000
nmc_t6plain_dst_s0,fp32,690,631,47959237,47936163,23074,250000000
nmc_t6plain_dst_s0,fp32,691,632,47959443,47936368,23075,250000000
nmc_t6plain_dst_s0,fp32,692,633,47959677,47936611,23066,250000000
nmc_t6plain_dst_s0,fp32,693,634,47959968,47936893,23075,250000000
nmc_t6plain_dst_s0,fp32,694,635,47960278,47937204,23074,250000000
nmc_t6plain_dst_s0,fp32,695,636,47960403,47937329,23074,250000000
nmc_t6plain_dst_s0,fp32,696,637,47960791,47937716,23075,250000000
nmc_t6plain_dst_s0,fp32,697,638,47961096,47938021,23075,250000000
nmc_t6plain_dst_s0,fp32,698,639,47961334,47938268,23066,250000000
nmc_t6plain_dst_s0,fp32,699,640,47961746,47938680,23066,250000000
nmc_t6plain_dst_s0,fp32,700,641,47962149,47939074,23075,250000000
nmc_t6plain_dst_s0,fp32,701,642,47962656,47939581,23075,250000000
nmc_t6plain_dst_s0,fp32,702,643,47963113,47940039,23074,250000000
nmc_t6plain_dst_s0,fp32,703,644,47963359,47940284,23075,250000000
nmc_t6plain_dst_s0,fp32,704,645,47963839,47940764,23075,250000000
nmc_t6plain_dst_s0,fp32,705,646,47964360,47941285,23075,250000000
nmc_t6plain_dst_s0,fp32,706,647,47964873,47941807,23066,250000000
nmc_t6plain_dst_s0,fp32,707,648,47965239,47942165,23074,250000000
nmc_t6plain_dst_s0,fp32,708,649,47965773,47942698,23075,250000000
nmc_t6plain_dst_s0,fp32,709,650,47966236,47943161,23075,250000000
nmc_t6plain_dst_s0,fp32,710,651,47966614,47943540,23074,250000000
nmc_t6plain_dst_s0,fp32,711,652,47966715,47943640,23075,250000000
nmc_t6plain_dst_s0,fp32,712,653,47965983,47942908,23075,250000000
nmc_t6plain_dst_s0,fp32,713,654,47965078,47942003,23075,250000000
nmc_t6plain_dst_s0,fp32,714,655,47963676,47940601,23075,250000000
nmc_t6plain_dst_s0,fp32,715,656,47964261,47941186,23075,250000000
nmc_t6plain_dst_s0,fp32,716,657,47964779,47941705,23074,250000000
nmc_t6plain_dst_s0,fp32,717,658,47965726,47942651,23075,250000000
nmc_t6plain_dst_s0,fp32,718,659,47966889,47943823,23066,250000000
nmc_t6plain_dst_s0,fp32,719,660,47967726,47944649,23077,250000000
nmc_t6plain_dst_s0,fp32,720,661,47968525,47945450,23075,250000000
nmc_t6plain_dst_s0,fp32,721,662,47969683,47946606,23077,250000000
nmc_t6plain_dst_s0,fp32,722,663,47970722,47947658,23064,250000000
nmc_t6plain_dst_s0,fp32,723,664,47971081,47948004,23077,250000000
nmc_t6plain_dst_s0,fp32,724,665,47971044,47947970,23074,250000000
nmc_t6plain_dst_s0,fp32,725,666,47971276,47948201,23075,250000000
nmc_t6plain_dst_s0,fp32,726,667,47971548,47948473,23075,250000000
nmc_t6plain_dst_s0,fp32,727,668,47971882,47948807,23075,250000000
nmc_t6plain_dst_s0,fp32,728,669,47971978,47948904,23074,250000000
nmc_t6plain_dst_s0,fp32,729,670,47971946,47948871,23075,250000000
nmc_t6plain_dst_s0,fp32,730,671,47971948,47948873,23075,250000000
nmc_t6plain_dst_s0,fp32,731,672,47971792,47948717,23075,250000000
nmc_t6plain_dst_s0,fp32,732,673,47971697,47948622,23075,250000000
nmc_t6plain_dst_s0,fp32,733,674,47971568,47948493,23075,250000000
nmc_t6plain_dst_s0,fp32,734,675,47971184,47948109,23075,250000000
nmc_t6plain_dst_s0,fp32,735,676,47971050,47947975,23075,250000000
nmc_t6plain_dst_s0,fp32,736,677,47970881,47947806,23075,250000000
nmc_t6plain_dst_s0,fp32,737,678,47970723,47947641,23082,250000000
nmc_t6plain_dst_s0,fp32,738,679,47970484,47947400,23084,250000000
nmc_t6plain_dst_s0,fp32,739,680,47970460,47947385,23075,250000000
nmc_t6plain_dst_s0,fp32,740,681,47970325,47947250,23075,250000000
nmc_t6plain_dst_s0,fp32,741,682,47970276,47947201,23075,250000000
nmc_t6plain_dst_s0,fp32,742,683,47970043,47946968,23075,250000000
nmc_t6plain_dst_s0,fp32,743,684,47969967,47946892,23075,250000000
nmc_t6plain_dst_s0,fp32,744,685,47969770,47946695,23075,250000000
nmc_t6plain_dst_s0,fp32,745,686,47969674,47946599,23075,250000000
nmc_t6plain_dst_s0,fp32,746,687,47969286,47946211,23075,250000000
nmc_t6plain_dst_s0,fp32,747,688,47969189,47946114,23075,250000000
nmc_t6plain_dst_s0,fp32,748,689,47968942,47945867,23075,250000000
nmc_t6plain_dst_s0,fp32,749,690,47969081,47946006,23075,250000000
nmc_t6plain_dst_s0,fp32,750,691,47969090,47946015,23075,250000000
nmc_t6plain_dst_s0,fp32,751,692,47968836,47945761,23075,250000000
nmc_t6plain_dst_s0,fp32,752,693,47968775,47945700,23075,250000000
nmc_t6plain_dst_s0,fp32,753,694,47968732,47945657,23075,250000000
nmc_t6plain_dst_s0,fp32,754,695,47968589,47945514,23075,250000000
nmc_t6plain_dst_s0,fp32,755,696,47968855,47945780,23075,250000000
nmc_t6plain_dst_s0,fp32,756,697,47968794,47945719,23075,250000000
nmc_t6plain_dst_s0,fp32,757,698,47968688,47945613,23075,250000000
nmc_t6plain_dst_s0,fp32,758,699,47968504,47945429,23075,250000000
nmc_t6plain_dst_s0,fp32,759,700,47968308,47945226,23082,250000000
nmc_t6plain_dst_s0,fp32,760,701,47968224,47945140,23084,250000000
nmc_t6plain_dst_s0,fp32,761,702,47968194,47945119,23075,250000000
nmc_t6plain_dst_s0,fp32,762,703,47968216,47945141,23075,250000000
nmc_t6plain_dst_s0,fp32,763,704,47968170,47945088,23082,250000000
nmc_t6plain_dst_s0,fp32,764,705,47968120,47945036,23084,250000000
nmc_t6plain_dst_s0,fp32,765,706,47968091,47945025,23066,250000000
nmc_t6plain_dst_s0,fp32,766,707,47967903,47944828,23075,250000000
nmc_t6plain_dst_s0,fp32,767,708,47967936,47944861,23075,250000000
nmc_t6plain_dst_s0,fp32,768,709,47967646,47944571,23075,250000000
nmc_t6plain_dst_s0,fp32,769,710,47967745,47944681,23064,250000000
nmc_t6plain_dst_s0,fp32,770,711,47967783,47944719,23064,250000000
nmc_t6plain_dst_s0,fp32,771,712,47967701,47944626,23075,250000000
nmc_t6plain_dst_s0,fp32,772,713,47967470,47944406,23064,250000000
nmc_t6plain_dst_s0,fp32,773,714,47967578,47944514,23064,250000000
nmc_t6plain_dst_s0,fp32,774,715,47967751,47944687,23064,250000000
nmc_t6plain_dst_s0,fp32,775,716,47967828,47944764,23064,250000000
nmc_t6plain_dst_s0,fp32,776,717,47968101,47945037,23064,250000000
nmc_t6plain_dst_s0,fp32,777,718,47968152,47945077,23075,250000000
nmc_t6plain_dst_s0,fp32,778,719,47968459,47945384,23075,250000000
nmc_t6plain_dst_s0,fp32,779,720,47968596,47945521,23075,250000000
nmc_t6plain_dst_s0,fp32,780,721,47968601,47945526,23075,250000000
nmc_t6plain_dst_s0,fp32,781,722,47968734,47945660,23074,250000000
nmc_t6plain_dst_s0,fp32,782,723,47968770,47945696,23074,250000000
nmc_t6plain_dst_s0,fp32,783,724,47968837,47945761,23076,250000000
nmc_t6plain_dst_s0,fp32,784,725,47968697,47945622,23075,250000000
nmc_t6plain_dst_s0,fp32,785,726,47968559,47945493,23066,250000000
nmc_t6plain_dst_s0,fp32,786,727,47968706,47945640,23066,250000000
nmc_t6plain_dst_s0,fp32,787,728,47968722,47945647,23075,250000000
nmc_t6plain_dst_s0,fp32,788,729,47968607,47945532,23075,250000000
