model,precision,flash_model_bytes,flash_total_bytes,ram_arena_bytes,ram_window_buffer_bytes,ram_other_bytes,ram_total_bytes,evidence,ram_preprocessing_state_bytes,flash_increment_vs_base_bytes,ram_increment_vs_base_bytes,stack_highwater_bytes,chemistry,feature,fold,seed,status
nmc_t6plain_dst_s0,fp32,403476,452324,54784,1800,17176,73760,firmware/h563_raw_vit/Build/nmc_t6plain_dst_s0/cema_h563_bench.map;firmware/h563_raw_vit/Build/nmc_t6plain_dst_s0/size.txt;stedgeai/models/nmc_t6plain_dst_s0/output/cema_generate_report.txt,72,432120,61280,908,NMC,T6PLAIN,DST,0,PASS
lfp_t6plain_dst_s0,fp32,403476,452520,54784,1800,17176,73760,firmware/h563_raw_vit/Build/lfp_t6plain_dst_s0/cema_h563_bench.map;firmware/h563_raw_vit/Build/lfp_t6plain_dst_s0/size.txt;stedgeai/models/lfp_t6plain_dst_s0/output/cema_generate_report.txt,72,432316,61280,900,LFP,T6PLAIN,DST,0,PASS
