feature,fold,seed,perturbation_type,level,temp,soc_band,mae,rmse,bias
T6_plain,DST,0,baseline,unperturbed,-10.0,35-65,1.0374118304405875,1.2989302228611472,0.21811410547396523
T6_plain,DST,0,baseline,unperturbed,-10.0,<=35,1.1255567305555556,1.490500510902571,1.0789709638888891
T6_plain,DST,0,baseline,unperturbed,-10.0,>65,0.6867619996194825,0.8413430187758764,-0.625938847412481
T6_plain,DST,0,baseline,unperturbed,0.0,35-65,0.5986201968014214,0.7334188495258611,0.06295933496223896
T6_plain,DST,0,baseline,unperturbed,0.0,<=35,0.48221693071786315,0.650039202055572,0.20678764691151919
T6_plain,DST,0,baseline,unperturbed,0.0,>65,0.6153852756385817,0.7436038415235896,-0.5503407990850172
T6_plain,DST,0,baseline,unperturbed,10.0,35-65,0.3767406326438849,0.462262053063335,-0.022751987859712223
T6_plain,DST,0,baseline,unperturbed,10.0,<=35,0.3724568507844016,0.4946142311780698,0.2929475080681309
T6_plain,DST,0,baseline,unperturbed,10.0,>65,0.5153012849378883,0.6330168563788802,-0.4619812461180124
T6_plain,DST,0,baseline,unperturbed,20.0,35-65,0.22433184137622866,0.2996008893066842,-0.0051497913315460995
T6_plain,DST,0,baseline,unperturbed,20.0,<=35,0.36606624297138046,0.45252998669955513,0.12639170795454543
T6_plain,DST,0,baseline,unperturbed,20.0,>65,0.5149582738636364,0.664912726423435,-0.4634557215909091
T6_plain,DST,0,baseline,unperturbed,25.0,35-65,0.19841677802590443,0.26909294581560395,0.06727083072800355
T6_plain,DST,0,baseline,unperturbed,25.0,<=35,0.3188080657248158,0.38303778024210383,0.2620853967649468
T6_plain,DST,0,baseline,unperturbed,25.0,>65,0.4193941046247156,0.5696892430584709,-0.2587514131918118
T6_plain,DST,0,baseline,unperturbed,30.0,35-65,0.23820809206349206,0.32971171856777903,0.1444138671201814
T6_plain,DST,0,baseline,unperturbed,30.0,<=35,0.3883791685429142,0.4530980892888869,0.2763376422355289
T6_plain,DST,0,baseline,unperturbed,30.0,>65,0.46482586572174567,0.6134959670998973,-0.28663013875419613
T6_plain,DST,0,baseline,unperturbed,40.0,35-65,0.43013017290145994,0.5410525016570092,0.40670614461678833
T6_plain,DST,0,baseline,unperturbed,40.0,<=35,0.45846136308858737,0.5459365257856093,0.41374959836392666
T6_plain,DST,0,baseline,unperturbed,40.0,>65,0.49942869544275653,0.6440767379396294,-0.23811884809188588
T6_plain,DST,0,baseline,unperturbed,50.0,35-65,0.46927512368781393,0.607753089826413,0.42276766316750347
T6_plain,DST,0,baseline,unperturbed,50.0,<=35,0.483645268821896,0.5729198690982922,0.4352289333201111
T6_plain,DST,0,baseline,unperturbed,50.0,>65,0.5066096207917129,0.6563993604934439,-0.25296717240103583
T6_plain,DST,0,r0_scale,r0_scale_0.5,-10.0,35-65,14.854396594106944,15.69473589893705,-14.854396594106944
T6_plain,DST,0,r0_scale,r0_scale_0.5,-10.0,<=35,6.147570993180466,6.265785475658487,-6.147570993180466
T6_plain,DST,0,r0_scale,r0_scale_0.5,-10.0,>65,11.332369770637314,13.290740681377354,-11.332369770637314
T6_plain,DST,0,r0_scale,r0_scale_0.5,0.0,35-65,19.573606426120893,20.230098445512184,-19.573606426120893
T6_plain,DST,0,r0_scale,r0_scale_0.5,0.0,<=35,5.10312177480115,6.139394194778253,-5.099698101898597
T6_plain,DST,0,r0_scale,r0_scale_0.5,0.0,>65,10.812429144068087,12.741645303588552,-10.812429144068087
T6_plain,DST,0,r0_scale,r0_scale_0.5,10.0,35-65,23.768351970582327,24.197888379761974,-23.768351970582327
T6_plain,DST,0,r0_scale,r0_scale_0.5,10.0,<=35,7.811637643710552,9.262130758965922,-7.811637643710552
T6_plain,DST,0,r0_scale,r0_scale_0.5,10.0,>65,11.35698148725681,13.352108764793536,-11.35698148725681
T6_plain,DST,0,r0_scale,r0_scale_0.5,20.0,35-65,24.302625135888352,24.838989200840647,-24.302625135888352
T6_plain,DST,0,r0_scale,r0_scale_0.5,20.0,<=35,8.720215122137354,9.984668648397662,-8.720215122137354
T6_plain,DST,0,r0_scale,r0_scale_0.5,20.0,>65,12.308859725458895,14.279523512909616,-12.308859725458895
T6_plain,DST,0,r0_scale,r0_scale_0.5,25.0,35-65,24.25679980818011,24.908159617261656,-24.25679980818011
T6_plain,DST,0,r0_scale,r0_scale_0.5,25.0,<=35,8.392606476754763,9.755993329208927,-8.392606476754763
T6_plain,DST,0,r0_scale,r0_scale_0.5,25.0,>65,12.69922258144145,14.779011302610552,-12.69922258144145
T6_plain,DST,0,r0_scale,r0_scale_0.5,30.0,35-65,23.683148715573346,24.4051790776094,-23.683148715573346
T6_plain,DST,0,r0_scale,r0_scale_0.5,30.0,<=35,8.294862879270466,9.561446245859132,-8.294862879270466
T6_plain,DST,0,r0_scale,r0_scale_0.5,30.0,>65,12.908102738320313,14.970935556674002,-12.908102738320313
T6_plain,DST,0,r0_scale,r0_scale_0.5,40.0,35-65,22.94544668662156,23.78489115257655,-22.94544668662156
T6_plain,DST,0,r0_scale,r0_scale_0.5,40.0,<=35,8.212877331893207,9.304548245741245,-8.212877331893207
T6_plain,DST,0,r0_scale,r0_scale_0.5,40.0,>65,13.593869300250995,15.756908358996771,-13.593869300250995
T6_plain,DST,0,r0_scale,r0_scale_0.5,50.0,35-65,22.259145396987627,23.176581414672892,-22.259145396987627
T6_plain,DST,0,r0_scale,r0_scale_0.5,50.0,<=35,7.970180406552325,9.017978681896972,-7.968014931664136
