feature,fold,seed,perturbation_type,level,temp,soc_band,mae,rmse,bias
T6_plain,DST,0,baseline,unperturbed,-10.0,35-65,1.0374118304405875,1.2989302228611472,0.21811410547396523
T6_plain,DST,0,baseline,unperturbed,-10.0,<=35,1.1255567305555556,1.490500510902571,1.0789709638888891
T6_plain,DST,0,baseline,unperturbed,-10.0,>65,0.6867619996194825,0.8413430187758764,-0.625938847412481
T6_plain,DST,0,baseline,unperturbed,0.0,35-65,0.5986201968014214,0.7334188495258611,0.06295933496223896
T6_plain,DST,0,baseline,unperturbed,0.0,<=35,0.48221693071786315,0.650039202055572,0.20678764691151919
T6_plain,DST,0,baseline,unperturbed,0.0,>65,0.6153852756385817,0.7436038415235896,-0.5503407990850172
T6_plain,DST,0,baseline,unperturbed,10.0,35-65,0.3767406326438849,0.462262053063335,-0.022751987859712223
T6_plain,DST,0,baseline,unperturbed,10.0,<=35,0.3724568507844016,0.4946142311780698,0.2929475080681309
T6_plain,DST,0,baseline,unperturbed,10.0,>65,0.5153012849378883,0.6330168563788802,-0.4619812461180124
T6_plain,DST,0,baseline,unperturbed,20.0,35-65,0.22433184137622866,0.2996008893066842,-0.0051497913315460995
T6_plain,DST,0,baseline,unperturbed,20.0,<=35,0.36606624297138046,0.45252998669955513,0.12639170795454543
T6_plain,DST,0,baseline,unperturbed,20.0,>65,0.5149582738636364,0.664912726423435,-0.4634557215909091
T6_plain,DST,0,baseline,unperturbed,25.0,35-65,0.19841677802590443,0.26909294581560395,0.06727083072800355
T6_plain,DST,0,baseline,unperturbed,25.0,<=35,0.3188080657248158,0.38303778024210383,0.2620853967649468
T6_plain,DST,0,baseline,unperturbed,25.0,>65,0.4193941046247156,0.5696892430584709,-0.2587514131918118
T6_plain,DST,0,baseline,unperturbed,30.0,35-65,0.23820809206349206,0.32971171856777903,0.1444138671201814
T6_plain,DST,0,baseline,unperturbed,30.0,<=35,0.3883791685429142,0.4530980892888869,0.2763376422355289
T6_plain,DST,0,baseline,unperturbed,30.0,>65,0.46482586572174567,0.6134959670998973,-0.28663013875419613
T6_plain,DST,0,baseline,unperturbed,40.0,35-65,0.43013017290145994,0.5410525016570092,0.40670614461678833
T6_plain,DST,0,baseline,unperturbed,40.0,<=35,0.45846136308858737,0.5459365257856093,0.41374959836392666
T6_plain,DST,0,baseline,unperturbed,40.0,>65,0.49942869544275653,0.6440767379396294,-0.23811884809188588
T6_plain,DST,0,baseline,unperturbed,50.0,35-65,0.46927512368781393,0.607753089826413,0.42276766316750347
T6_plain,DST,0,baseline,unperturbed,50.0,<=35,0.483645268821896,0.5729198690982922,0.4352289333201111
T6_plain,DST,0,baseline,unperturbed,50.0,>65,0.5066096207917129,0.6563993604934439,-0.25296717240103583
T6_plain,DST,0,current_bias,I_bias_+10_mA,-10.0,35-65,1.2507450059146243,1.5063785876011706,-0.7045461105360057
T6_plain,DST,0,current_bias,I_bias_+10_mA,-10.0,<=35,0.8330567420122359,1.1473037503518975,0.5809659570368872
T6_plain,DST,0,current_bias,I_bias_+10_mA,-10.0,>65,1.018957868260028,1.2018112193645047,-1.0133403385466835
T6_plain,DST,0,current_bias,I_bias_+10_mA,0.0,35-65,1.0150910960669703,1.1868939099721196,-0.9300771260423358
T6_plain,DST,0,current_bias,I_bias_+10_mA,0.0,<=35,0.5336677978457866,0.645925928515645,-0.18927513874253732
T6_plain,DST,0,current_bias,I_bias_+10_mA,0.0,>65,0.9054584440981203,1.052915199934596,-0.8976654762964689
T6_plain,DST,0,current_bias,I_bias_+10_mA,10.0,35-65,1.1020703332110995,1.1863162486844692,-1.093599662379165
T6_plain,DST,0,current_bias,I_bias_+10_mA,10.0,<=35,0.37143945214422647,0.4598614099215205,-0.19445830979401418
T6_plain,DST,0,current_bias,I_bias_+10_mA,10.0,>65,0.8274925595480699,0.9450058725299705,-0.8172133311529751
T6_plain,DST,0,current_bias,I_bias_+10_mA,20.0,35-65,1.1324911219766016,1.1924855493417517,-1.131626387113634
T6_plain,DST,0,current_bias,I_bias_+10_mA,20.0,<=35,0.4005599935204711,0.49339428102988253,-0.3344721868010049
T6_plain,DST,0,current_bias,I_bias_+10_mA,20.0,>65,0.844602538371352,0.9574200225444384,-0.8382909798078653
T6_plain,DST,0,current_bias,I_bias_+10_mA,25.0,35-65,1.1344458847011756,1.1857402065347877,-1.1337146657602806
T6_plain,DST,0,current_bias,I_bias_+10_mA,25.0,<=35,0.29118576937703233,0.35788648101619325,-0.18569038443566982
T6_plain,DST,0,current_bias,I_bias_+10_mA,25.0,>65,0.6760720324059196,0.8019716003212484,-0.648720013206638
T6_plain,DST,0,current_bias,I_bias_+10_mA,30.0,35-65,1.075465325314566,1.1408128694749629,-1.0701302354205764
T6_plain,DST,0,current_bias,I_bias_+10_mA,30.0,<=35,0.22255996152533333,0.31431325055754766,-0.15370721772011817
T6_plain,DST,0,current_bias,I_bias_+10_mA,30.0,>65,0.7224068943453272,0.8424119305962452,-0.6801246720267399
T6_plain,DST,0,current_bias,I_bias_+10_mA,40.0,35-65,0.9341344079016178,1.0127224796698815,-0.8966430495318184
T6_plain,DST,0,current_bias,I_bias_+10_mA,40.0,<=35,0.17338197308379452,0.24935568605099007,-0.01047357433257009
T6_plain,DST,0,current_bias,I_bias_+10_mA,40.0,>65,0.7311149552503815,0.84404730360512,-0.6397831157051814
T6_plain,DST,0,current_bias,I_bias_+10_mA,50.0,35-65,0.9906171828156527,1.098627709648592,-0.949146177897155
