feature,fold,seed,temp,reset_trial,reset_index,time_to_recover_within_1pct_s,recovered,observation_horizon_s
T6_plain,DST,2,0.0,2,3298,939.0871869999987,True,3430.8539269999997
T6_plain,DST,2,0.0,3,4566,1440.03312,True,2158.8666699999994
T6_plain,DST,2,0.0,4,5069,579.1288299999997,True,1654.9745600000006
T6_plain,DST,2,10.0,0,1250,2966.4357569999993,True,5845.362969
T6_plain,DST,2,10.0,1,2134,2102.7510119999997,True,4958.551092
T6_plain,DST,2,10.0,2,3187,1772.9662410000005,True,3902.6457809999997
T6_plain,DST,2,10.0,3,4948,1421.8927299999996,True,2136.7106999999996
T6_plain,DST,2,10.0,4,5575,792.3618300000007,True,1508.1848800000007
T6_plain,DST,2,20.0,0,731,3482.8051859999996,True,6589.081189999998
T6_plain,DST,2,20.0,1,1908,2662.2752170000003,True,5408.498726999998
T6_plain,DST,2,20.0,2,4015,942.459492,True,3294.7940249999983
T6_plain,DST,2,20.0,3,4949,1452.2878760000003,True,2358.3545859999986
T6_plain,DST,2,20.0,4,5731,305.8320499999991,True,1575.0219999999981
T6_plain,DST,2,25.0,0,1348,2897.1000480000002,True,6035.080707999999
T6_plain,DST,2,25.0,1,2252,1989.9663249999994,True,5128.954948999998
T6_plain,DST,2,25.0,2,3970,49.201476999998704,True,3406.3039149999977
T6_plain,DST,2,25.0,3,4295,296.64026100000046,True,3079.681672999998
T6_plain,DST,2,25.0,4,5535,497.659630000001,True,1836.660789999999
T6_plain,DST,2,30.0,0,1155,967.0961120000002,True,6301.794534999999
T6_plain,DST,2,30.0,1,3084,1487.206028000001,True,4367.160707999999
T6_plain,DST,2,30.0,2,3470,1124.188680000001,True,3980.0261409999994
T6_plain,DST,2,30.0,3,5241,404.23443600000064,True,2204.160005999999
T6_plain,DST,2,30.0,4,6092,274.70154,True,1350.5837599999986
T6_plain,DST,2,40.0,0,1930,189.08740500000022,True,5531.103303999999
T6_plain,DST,2,40.0,1,2847,1722.5676759999992,True,4609.963468
T6_plain,DST,2,40.0,2,3194,1375.6667580000003,True,4262.0625279999995
T6_plain,DST,2,40.0,3,5253,422.33359799999926,True,2197.610427999999
T6_plain,DST,2,40.0,4,5555,479.6554500000002,True,1894.9348099999997
T6_plain,DST,2,50.0,0,872,1092.8401409999997,True,6608.624381
T6_plain,DST,2,50.0,1,2634,1947.8877139999995,True,4841.90867
T6_plain,DST,2,50.0,2,3562,350.2811059999999,True,3911.1898499999998
