feature,fold,seed,perturbation_type,level,temp,soc_band,mae,rmse,bias
T6_plain,FUDS,2,voltage_noise,V_sigma_2_mV,10.0,>65,0.5538402658662918,0.6861764834720684,0.4973686368233635
T6_plain,FUDS,2,voltage_noise,V_sigma_2_mV,20.0,35-65,0.5734483381396356,0.7791992021721713,0.09418411738938502
T6_plain,FUDS,2,voltage_noise,V_sigma_2_mV,20.0,<=35,0.3524900236352596,0.5090743210562054,0.1261720156464492
T6_plain,FUDS,2,voltage_noise,V_sigma_2_mV,20.0,>65,0.4503325454303618,0.5703006577134101,0.29112407138056373
T6_plain,FUDS,2,voltage_noise,V_sigma_2_mV,25.0,35-65,0.5922201580818893,0.7851000574550493,0.10256590471718723
T6_plain,FUDS,2,voltage_noise,V_sigma_2_mV,25.0,<=35,0.4012356947773388,0.518914941306984,0.19380877590759804
T6_plain,FUDS,2,voltage_noise,V_sigma_2_mV,25.0,>65,0.5057837081639328,0.6306896912805738,0.2984569657960599
T6_plain,FUDS,2,voltage_noise,V_sigma_2_mV,30.0,35-65,0.6217637176204409,0.788679246111906,-0.4609434971006699
T6_plain,FUDS,2,voltage_noise,V_sigma_2_mV,30.0,<=35,0.47127499726273947,0.5747501574500997,-0.30023273927318916
T6_plain,FUDS,2,voltage_noise,V_sigma_2_mV,30.0,>65,0.5129762156816957,0.6297774140775172,0.030338029285407426
T6_plain,FUDS,2,voltage_noise,V_sigma_2_mV,40.0,35-65,0.5742668709649965,0.7325986222428981,-0.3864943420662182
T6_plain,FUDS,2,voltage_noise,V_sigma_2_mV,40.0,<=35,0.4766219404025428,0.5904485842177111,-0.3121154197034085
T6_plain,FUDS,2,voltage_noise,V_sigma_2_mV,40.0,>65,0.5612823446284921,0.6760216128770076,0.036167187923293063
T6_plain,FUDS,2,voltage_noise,V_sigma_2_mV,50.0,35-65,0.875894532294577,1.076313209410868,-0.816299300030466
T6_plain,FUDS,2,voltage_noise,V_sigma_2_mV,50.0,<=35,0.667571189527604,0.8391809851422858,-0.5996205220595134
T6_plain,FUDS,2,voltage_noise,V_sigma_2_mV,50.0,>65,0.6432178134476013,0.7807138961548794,-0.09904042764174628
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,-10.0,35-65,2.553828509371232,2.940354159794359,2.0639554858252285
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,-10.0,<=35,1.3386035238061589,1.679299927122676,0.9549218551342594
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,-10.0,>65,0.8627776427814586,0.9996900507448553,0.7778866195824512
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,0.0,35-65,1.2301308152108783,1.645275012511985,0.7563430188702287
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,0.0,<=35,0.756566919290774,1.0246868549382062,0.6124187413826976
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,0.0,>65,0.5155516172763951,0.6352132087377031,0.3480053231974821
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,10.0,35-65,0.8725063666164958,1.146846208366865,0.4918344052564086
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,10.0,<=35,0.5831264888093128,0.7679260130900575,0.4761975861724589
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,10.0,>65,0.5229841985212065,0.6522424537217463,0.44266561583837616
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,20.0,35-65,0.5845094829158418,0.7870426703157244,0.0766571044841045
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,20.0,<=35,0.350150487365598,0.5101319265345474,0.10228586824313118
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,20.0,>65,0.4375721755825016,0.5544339953160694,0.2508881683453476
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,25.0,35-65,0.5965209779416946,0.784671429522671,0.12057852843384123
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,25.0,<=35,0.3945774282607316,0.5089714610090552,0.1879450347005267
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,25.0,>65,0.5294190470070552,0.6680206167298505,0.3650467681426734
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,30.0,35-65,0.638992564330465,0.8002999571522754,-0.48830909854611854
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,30.0,<=35,0.45786195437020566,0.557404533937503,-0.26491027000507555
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,30.0,>65,0.5203426794231139,0.6357580537050362,-0.004283764120188735
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,40.0,35-65,0.5394399603121093,0.7018357526701143,-0.34061432603018743
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,40.0,<=35,0.4721405735339654,0.5860385755217306,-0.3075580103897327
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,40.0,>65,0.5619932169091921,0.6742752402388327,0.034287832433165494
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,50.0,35-65,0.9381439970688896,1.1441136368081384,-0.8985242673904772
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,50.0,<=35,0.6910407645217962,0.8664788622770571,-0.6287999798638158
T6_plain,FUDS,2,voltage_noise,V_sigma_5_mV,50.0,>65,0.6586501692102861,0.8133573782426178,-0.16102810189549766
